term_id,source_term,isv_latin,isv_cyrillic,concept_link,reason_class,status,bias_flag,safe_external,records,sources
ISV-quotientenkörper--polje_kvocientov,Quotientenkörper,polje kvocientov,поље квоциентов,quotient,international|disambiguation,unstated,F10-0,yes,3,noether_paper24_section06_terms.json; noether_paper30_section01_terms.json; noether_paper30_section03_terms.json
ISV-quotientenkörper_eines_integritätsbereic--polje_kvocientov_int,Quotientenkörper eines Integritätsbereichs,polje kvocientov integralnoj oblasti,полье квоциентов интегралној области,quotient,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper06_introduction_terms.json
ISV-quotientenring--kolco_kvocientov,Quotientenring,kolco kvocientov,колцо квоциентов,quotient,unstated,unstated,F10-3,no_fix_first,2,noether_paper30_section01_terms.json; noether_paper31_introduction_terms.json
ISV-r-ordnung--r-porjadok,R-Ordnung,R-porjadok,R-порјадок,,international,unstated,F10-0,yes,1,noether_paper30_section01_terms.json
ISV-r_brauersche_gruppe--brauerova_grupa,R. Brauersche Gruppe,Brauerova grupa,,,unstated,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-r_homomorph_zu_k_i_durch_elemente_aus_k_--r_jest_homomorfno_k_,R homomorph zu K_i / durch Elemente aus K_i ausdrücken,R jest homomorfno k K_i / izraziti črez elementy iz K_i,R јест хомоморфно к K_i / изразити чрез елементы из K_i,element,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper31_section06_entry06_terms.json
ISV-radikal--radikal,Radikal,radikal,радикал,,unstated,unstated,F10-1,review,1,noether_paper34_section12_terms.json
ISV-randglieder_randintegral--granične_členy_grani,Randglieder / Randintegral,granične členy / graničny integral,,,unstated,unstated,F10-1,review,1,noether_paper13_terms.json
ISV-rang--rang,Rang,rang,ранг,,international,unstated,F10-0,yes,3,noether_paper19_terms.json; noether_paper22_section01_terms.json; noether_paper22_terms.json
ISV-rational-ganze_adjunktion--racionalno-cěla_adju,rational-ganze Adjunktion,racionalno-cěla adjunkcija,рационално-цела адјункција,,international,unstated,F10-0,yes,1,noether_paper09_section07_terms.json
ISV-rational-gebrochen_algebraisch-gebrochen--racionalno-drobny_al,rational-gebrochen / algebraisch-gebrochen,racionalno-drobny / algebraično-drobny,рационално-дробны / алгебраично-дробны,algebra,source_fidelity,unstated,F10-1,review,1,noether_paper09_introduction_terms.json
ISV-rational_abhängigunabhängig--racionalno_zavisny_n,rational abhängig/unabhängig,racionalno zavisny / nezavisny,,,unstated,unstated,F10-1,review,1,noether_paper10_section02_terms.json
ISV-rationalbasis--racionalna_baza,Rationalbasis,racionalna baza,рационална база,basis,unstated,unstated,F10-1,review,4,noether_paper05_terms.json; noether_paper06_introduction_terms.json; noether_paper06_section04_terms.json; noether_paper06_section06_terms.json
ISV-rationale_basis_algebraische_basis--racionalna_baza_alge,rationale Basis / algebraische Basis,racionalna baza / algebraična baza,рационална база / алгебраична база,algebra,unstated,unstated,F10-1,review,1,noether_paper09_section10_terms.json
ISV-rationale_basis_aller_zahlen--racionalna_baza_vsih,rationale Basis aller Zahlen,racionalna baza vsih čisel,,basis,unstated,unstated,F10-1,review,1,noether_paper10_section02_terms.json
ISV-rationale_basis_mit_nebenbedingung--racionalna_baza_s_do,rationale Basis mit Nebenbedingung,racionalna baza s dodatnym uslovjem,рационална база с додатным условјем,basis,unstated,unstated,F10-1,review,2,noether_paper09_section07_terms.json; noether_paper09_section08_terms.json
ISV-rationale_darstellung--racionalno_predstavj,rationale Darstellung,racionalno predstavjenje,рационално представјенје,,unstated,unstated,F10-1,review,1,noether_paper07_terms.json
ISV-rationale_funktionenkörper_rationaler_fu--polja_racionalnyh_fu,Rationale Funktionenkörper / rationaler Funktionenkörper,polja racionalnyh funkcij / polje racionalnyh funkcij,польа рационалных функциј / полье рационалных функциј,,unstated,unstated,F10-0,yes,1,noether_paper05_terms.json
ISV-rationale_verbindung--racionalna_kombinaci,rationale Verbindung,racionalna kombinacija,рационална комбинација,,unstated,unstated,F10-1,review,3,noether_paper05_terms.json; noether_paper06_section03_terms.json; noether_paper06_section04_terms.json
ISV-rationale_zahl_algebraische_zahl_transze--racionalno_algebraič,rationale Zahl / algebraische Zahl / transzendente Zahl,racionalno / algebraično / transcendentno čislo,,algebra,international,unstated,F10-0,yes,1,noether_paper10_section02_terms.json
ISV-rationalitätsbereich--oblast_racionalnosti,Rationalitätsbereich,oblast racionalnosti,област рационалности,,source_fidelity,unstated,F10-1,review,2,noether_paper11_terms.json; noether_paper17_terms.json
ISV-rationalzahlige_koeffizienten_funktionen--racionalno-čislove_k,rationalzahlige Koeffizienten / Funktionen,racionalno-čislove koeficienty / funkcije,,,source_fidelity,unstated,F10-1,review,1,noether_paper11_terms.json
ISV-rechteckiges_schema--pręmougolna_shema,rechteckiges Schema,pręmougolna shema,прямоуголна схема,,unstated,stable,F10-1,review,1,noether_paper02_section01_terms.json
ISV-rechts-_bzw_linksklassen--prave_odnosno_lěve_k,Rechts- bzw. Linksklassen,prave odnosno lěve klasy,праве односно леве класы,,unstated,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-rechtsdarstellung_linksdarstellung--pravo_predstavjenje_,Rechtsdarstellung / Linksdarstellung,pravo predstavjenje / lěvo predstavjenje,право представјенье / лево представјенье,,source_fidelity,unstated,F10-1,review,1,noether_paper34_section09_terms.json
ISV-rechtsseitig_linksseitig_zweiseitig--pravostranny_lěvostr,rechtsseitig / linksseitig / zweiseitig,pravostranny / lěvostranny / dvustranny modul,правостранны / левостранны / двустранны модул,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-rechtsseitige_linksseitige_zweiseitige_m--pravostranne_lěvostr,rechtsseitige / linksseitige / zweiseitige Moduln und Ideale,pravostranne / lěvostranne / dvostranne moduly i idealy,правостранне / левостранне / двостранне модулы и идеалы,ideal,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper19_terms.json
ISV-red_norm_red_differente--reducirana_norma_red,(red.) Norm / (red.) Differente,reducirana norma / reducirana diferenta,,,international,unstated,F10-0,yes,1,noether_paper38_source_fidelity_terms.json
ISV-reduktion_oder_zerfallen--redukcija_abo_razkla,Reduktion oder Zerfallen,redukcija abo razklad,редукција або разклад,,source_fidelity,unstated,F10-1,review,1,noether_paper02_section24_terms.json; logbook:2026-06-10: Paper 02 Section 24 Interslavic Decisions
ISV-reduktionen--redukcije,Reduktionen,redukcije,редукције,,international,stable,F10-0,yes,1,noether_paper02_section15_terms.json; logbook:2026-06-10: Paper 02 §9 Interslavic Decisions
ISV-reduktionen_folgen_direkt_durch_einmalig--redukcije_slědujut_n,Reduktionen folgen direkt ... durch einmalige Faltung,redukcije slědujut neposrědno ... črez jednokratno svijanje,редукције следујут непосредно ... чрез једнократно свијанье,,unstated,unstated,F10-1,review,1,noether_paper02_section22_terms.json; logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions
ISV-reduktionssätze--redukcijne_teoremy,Reduktionssätze,redukcijne teoremy,редукцијне теоремы,,pan_slavic_native|international,provisional,F10-0,yes,1,noether_paper02_section03_terms.json; logbook:2026-06-10: Paper 02 §3 Interslavic Decisions
ISV-reduzent--reducent,Reduzent,reducent,редуцент,,pan_slavic_native|east_slavic_continuity|coinage|source_fidelity,stable_provisional,F10-4,yes_with_definition,5,noether_paper02_section03_terms.json; noether_paper02_section19_terms.json; noether_paper02_section22_terms.json; noether_paper02_section23_terms.json
ISV-reduzenten--reducenty,Reduzenten,reducenty,редуценты,,unstated,unstated,F10-1,review,1,noether_paper02_section26_terms.json; logbook:2026-06-10: Paper 02 Section 26 Interslavic Decisions
ISV-reduzibel--reducibilny,reduzibel,reducibilny,редуцибилны,,international|coinage,provisional,F10-4,yes_with_definition,1,noether_paper02_section03_terms.json
ISV-reduzibel_irreduzibel--razložimy_nerazložim,reduzibel / irreduzibel,razložimy / nerazložimy,разложимы / неразложимы,,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-reduzibel_irreduzibel--reducibilny_ireducib,reduzibel / irreduzibel,reducibilny / ireducibilny,редуцибилны / иредуцибилны,,international,unstated,F10-0,yes,1,noether_paper17_terms.json
ISV-reduzibilitätsform--forma_reducibilnosti,Reduzibilitätsform,forma reducibilnosti,форма редуцибилности,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper20_terms.json
ISV-reduziert_in_bezug_auf_das_komplement_in--redukovano_v_odnosu_,reduziert in bezug auf das Komplement / in bezug auf R,redukovano v odnosu k komplementu / k R,редуковано в односу к комплементу / к R,,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-reduzierte_darstellung--redukovano_predstavj,reduzierte Darstellung,redukovano predstavjenje,редуковано представјенье,,source_fidelity,unstated,F10-1,review,3,noether_paper06_section01_terms.json; noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-reduzierter_grad--redukovany_stepen,reduzierter Grad,redukovany stepen,редукованы степен,,international|disambiguation,unstated,F10-0,yes,1,noether_paper24_section01_terms.json
ISV-reduzierter_grad_exponent--redukovany_stepenj_e,reduzierter Grad / Exponent,redukovany stepenj / eksponenta,редукованы степењ / експонента,,pan_slavic_native,unstated,F10-1,review,1,noether_paper24_section06_terms.json
ISV-regulaeres_wertsystem_singularitaeten--regularny_sistem_vrě,regulaeres Wertsystem / Singularitaeten,regularny sistem vrědnostij / singularnosti,регуларны систем вредностиј / сингуларности,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-reguläre_darstellung--regularno_predstavje,reguläre Darstellung,regularno predstavjenje,регуларно представјенье,,pan_slavic_native|international,unstated,F10-0,yes,3,noether_paper34_section20_source_fidelity_terms.json; noether_paper34_section23_source_fidelity_terms.json; noether_paper34_section26_source_fidelity_terms.json
ISV-reguläre_systeme_fundamentalpunktlos--regularne_sistemy_be,reguläre Systeme; fundamentalpunktlos,regularne sistemy; bez fundamentalnyh toček,регуларне системы; без фундаменталных точек,,pan_slavic_native,unstated,F10-1,review,1,noether_paper06_introduction_terms.json
ISV-reguläres_element_nichtnullteiler--regularny_element_ne,reguläres Element / Nichtnullteiler,regularny element / nedělitelj nuly,регуларны елемент / неделитељ нулы,element,international,unstated,F10-0,yes,1,noether_paper30_section01_terms.json
ISV-reguläres_polynom_in_bezug_auf_x_i--regularny_polinom_vz,reguläres Polynom in bezug auf x_i,regularny polinom vzhodno k x_i,регуларны полином взходно к x_i,,international,unstated,F10-0,yes,1,noether_paper22_terms.json
ISV-reihenentwicklung--razvitje_v_rěd,Reihenentwicklung,razvitje v rěd,развитје в ред,,unstated,stable,F10-1,review,1,noether_paper02_section06_terms.json; logbook:2026-06-10: Paper 02 §6 Interslavic Decisions
ISV-reihenentwicklung_nach_polaren--razvitje_v_ręd_po_po,Reihenentwicklung nach Polaren,razvitje v ręd po polarah,развитје в ряд по поларах,,unstated,provisional,F10-1,review,1,noether_paper02_section01_terms.json
ISV-rekurrierend_definierte_basisgrößen--rekurzivno_označene_,rekurrierend definierte Basisgrößen,rekurzivno označene bazove veličiny,рекурзивно означене базове величины,basis,unstated,unstated,F10-1,review,1,noether_paper09_section07_terms.json
ISV-rekurrierend_gefundenen_schlußwerte--konečne_vrědnosti_na,rekurrierend gefundenen Schlußwerte,konečne vrědnosti najdene rekursivno,конечне вредности најдене рекурсивно,,international,stable_provisional,F10-0,yes,1,noether_paper02_section06_terms.json
ISV-relationen--relacije,Relationen,relacije,релације,relation,pan_slavic_native,unstated,F10-1,review,1,noether_paper06_section03_terms.json
ISV-relativ-galoissche_zahlkörper--relativno-galoisove_,relativ-galoissche Zahlkörper,relativno-Galoisove čislove polja,,galois,unstated,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-relativ-galoissche_zahlkörper--unnamed,relativ-galoissche Zahlkörper,,,galois,source_fidelity,unstated,F10-1,review,1,french_paper41_term_rationale_20260702.json
ISV-relativ-ganze_funktionen--relativno_cěle_funkc,relativ-ganze Funktionen,relativno cěle funkcije,,,source_fidelity,unstated,F10-1,review,1,noether_paper35_source_fidelity_terms.json
ISV-relativ-ganze_funktionen_bereiche_erster--relativno_cěle_funkc,relativ-ganze Funktionen / Bereiche erster Art,relativno cěle funkcije / oblasti prvogo roda,релативно целе функције / области первого рода,,unstated,unstated,F10-1,review,1,noether_paper06_introduction_terms.json
