"action_id","timestamp_utc","paper","page_or_locus","origin_type","origin_source","what_changed_or_was_checked","current_head_or_artifact","promoted_or_logged","status","notes"
"CO-20260718-WEB-EARLY-001","2026-07-18T15:23:54Z","P01","printed p176: source emphasis / name typography","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P01_p176_source_600dpi.png, title block and opening two paragraphs; 05_contacts/Web_P01_source_packet_contact.png","Before: Author and cited personal names were set in ordinary roman. Source-backed: Restored source letterspacing for Emmy Noether, Gordan, Maisano, Pascal, and names in the first note.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","Original Erlangen publication is the authority for the article text."
"CO-20260718-WEB-EARLY-002","2026-07-18T15:23:54Z","P01","printed p176: footnote map","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P01_p176_source_600dpi.png, opening paragraph and Ordnung note; 05_contacts/Web_P01_source_packet_contact.png","Before: Automatically continued note numbering obscured the source page-local markers. Source-backed: Restored printed markers 1) and 2) with source attachment points.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication",""
"CO-20260718-WEB-EARLY-003","2026-07-18T15:23:54Z","P01","printed p177: orthography","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P01_p177_source_600dpi.png, first line; 05_contacts/Web_P01_p177_text_footnotes_source_before_after.png","Before: Maisano'schen Source-backed: Maisanoschen","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","This also corrects the earlier local ledger statement that the apostrophe-free reading already survived the live head."
"CO-20260718-WEB-EARLY-004","2026-07-18T15:23:54Z","P01","printed p177: source emphasis / theorem-like prose","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P01_p177_source_600dpi.png, second paragraph; 05_contacts/Web_P01_p177_text_footnotes_source_before_after.png","Before: The Ziel meiner Untersuchungen paragraph was bold rather than source-spaced, and the note map was continuous. Source-backed: Restored source letterspacing across the full statement, with printed marker 2) and spaced Gordan-Kerschensteiner.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication",""
"CO-20260718-WEB-EARLY-005","2026-07-18T15:23:54Z","P01","printed p178: source emphasis / terminology","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P01_p178_source_600dpi.png, upper and middle bands; 05_contacts/Web_P01_p178_theorem_footnote_source_before_after.png","Before: Faltungsprozeß and the central theorem were normalized to ordinary/bold typography. Source-backed: Restored source letterspacing on Faltungsprozeß and on the full theorem statement.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication",""
"CO-20260718-WEB-EARLY-006","2026-07-18T15:23:54Z","P01","printed p178: footnote map / punctuation","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P01_p178_source_600dpi.png, note block; 05_contacts/Web_P01_p178_theorem_footnote_source_before_after.png","Before: Automatic note numbers and a terminal semicolon after Diagonalglied. Source-backed: Restored printed markers 1), 2) and the source terminal period after Diagonalglied.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","The period after Diagonalglied was already present from LocalCodex; the note-map and source-emphasis portions are newly integrated."
"CO-20260718-WEB-EARLY-007","2026-07-18T15:23:54Z","P01","printed p179: source emphasis / reduction theorem","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P01_p179_source_600dpi.png, theorem and numbered list; 05_contacts/Web_P01_p179_reduction_emphasis_source_before_after.png","Before: Reduction theorem and two item-level emphasis bands were normalized. Source-backed: Restored source letterspacing on the theorem and the phrases einer Relation zwischen den; den Charakter der; den der doppelten Reduktion.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication",""
"CO-20260718-WEB-EARLY-008","2026-07-18T15:23:54Z","P02","printed p23: title block / footnote map","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p023_source_600dpi.png, title and introduction; 05_contacts/Web_P02_p023_title_runin_source_before_after.png","Before: Title, source-note marker, and author/name emphasis were normalized; footnotes were continuously numbered. Source-backed: Restored title marker *), author italics, cited-name italics, and printed **)/***) marker system.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication",""
"CO-20260718-WEB-EARLY-009","2026-07-18T15:23:54Z","P02","printed p23: equation structure","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p023_source_600dpi.png, first body paragraph; 05_contacts/Web_P02_p023_title_runin_source_before_after.png","Before: The special automorphic form was detached as a display. Source-backed: Restored the source run-in formula f=x_1^3x_2+x_2^3x_3+x_3^3x_1 inside the sentence.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","No mathematical symbols changed; the source sentence structure was restored."
"CO-20260718-WEB-EARLY-010","2026-07-18T15:23:54Z","P02","printed p24: orthography / source emphasis / footnote map","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p024_source_600dpi.png, upper and middle bands; 05_contacts/Web_P02_source_packet_contact.png","Before: Benutzung, normalized personal-name typography, and continuous note numbering. Source-backed: Restored Benützung, source italics for Maisanoschen/Pascal, and page-local *), **) markers.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication",""
"CO-20260718-WEB-EARLY-011","2026-07-18T15:23:54Z","P02","printed p25: grammar / source emphasis / footnote map","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p025_source_600dpi.png, lower paragraph; 05_contacts/Web_P02_p025_grammar_symbols_source_before_after.png","Before: System zweier quadratischen Formen; normalized names and automatic note number. Source-backed: Restored System zweier quadratischer Formen, source italics, and printed * marker.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","Mathematical symbol inventory on the same page was reopened and held."
"CO-20260718-WEB-EARLY-012","2026-07-18T15:23:54Z","P02","printed p26: section typography / source emphasis","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p026_source_600dpi.png, page top; 05_contacts/Web_P02_p026_condition_a_v_source_before_after.png","Before: Flattened bold section head and un-emphasized terminology. Source-backed: Restored bold § 1 with italic Faltungsprozeß. Formenreihen., and italic Faltungsprozeß in the opening sentence.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication",""
"CO-20260718-WEB-EARLY-013","2026-07-18T15:23:54Z","P02","printed p26: equation layout / variable family","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p026_source_600dpi.png, lower half; 05_contacts/Web_P02_p026_condition_a_v_source_before_after.png","Before: Condition (a) was a one-line right-tagged display; prose read y und nu. Source-backed: Restored left-numbered stacked equations s_sigma^lambda=0 and t_tau^varkappa=0, and source Latin v in y und v.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","The Greek nu elsewhere in exponent families remains unchanged; this correction is local and semantically linked to the prose variable list."
"CO-20260718-WEB-EARLY-014","2026-07-18T15:23:54Z","P02","printed p27: mathematical product notation","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p027_source_600dpi.png, proof identity line; 05_contacts/Web_P02_p027_dot_markers_source_before_after.png","Before: u_x s_tau t_sigma without the printed multiplication dot. Source-backed: u_x · s_tau t_sigma","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","Source-visible product dot restored."
"CO-20260718-WEB-EARLY-015","2026-07-18T15:23:54Z","P02","printed p27: proof label / footnote map","WebPro_found_independent_original_source_reaudit_then_LocalCodex_adjudicated","P02_p027_source_600dpi.png, upper and lower bands; 05_contacts/Web_P02_p027_dot_markers_source_before_after.png","Before: Ordinary Beweis label and continuous note numbering. Source-backed: Restored bold Beweis: and printed *), **) markers, including italic Clebsch.","cum_de_Local_20260718_WebEarlyP01_P02p023_027_Integrated","promoted_into_new_local_head","done_source_checked_web_compile_render_and_local_diff_adjudication","A counter guard after the page-local source markers preserves downstream cumulative numbering; output reconverges at p6."
"CO-20260718-P04-126-GEQ","2026-07-18","P04","printed p126, defect-of-contraction condition","English/Germanic manager found; LocalCodex independently source-confirmed","[internal or local provenance locator redacted; adjudication retained in adjacent fields]","Restored source sigma>=tau in place of strict sigma>tau","Noether_LocalCodex_20260718_P04FootnoteDedup_MetadataApparatus","promoted","done_source_checked","Mathematically substantive lost equality stroke."
"CO-20260718-P04-126-DUPNOTE","2026-07-18","P04","printed p126, lambda-range note after formula (7)","English/Germanic manager found; LocalCodex independently source-confirmed","[internal or local provenance locator redacted; adjudication retained in adjacent fields]","Removed second duplicate lambda-range footnote; retained the single source note at formula (7)","Noether_LocalCodex_20260718_P04FootnoteDedup_MetadataApparatus","promoted","done_source_checked","R823-only transcription duplication."
