token,count,classification,covered,files,top_files,stage
jest,3421,exact_known,True,208,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
priměnjenoj,2,stem_known,True,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
simboličnom,2,stem_known,True,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex,covered_existing
skladanja,2,stem_known,True,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,covered_existing
stvorili,2,low_frequency_backlog,False,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,uncovered
priměnjati,2,stem_known,True,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,covered_existing
početnu,2,stem_known,True,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,covered_existing
razměstiti,2,low_frequency_backlog,False,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,uncovered
kolonu,2,low_frequency_backlog,False,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,uncovered
niz,2,short_function_or_artifact,False,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,uncovered
prědpoloženjami,2,low_frequency_backlog,False,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,uncovered
najobćejšej,2,exact_known,True,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section05_Interslavic_v001.tex,covered_existing
nazyvanu,2,low_frequency_backlog,False,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,uncovered
sposobami,2,low_frequency_backlog,False,2,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section08_Interslavic_v001.tex,uncovered
harakter,2,stem_known,True,1,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex,covered_existing
für,2,exact_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper34/source_fidelity_section25/interslavic/v001/Noether_Paper34_Section25_SourceFidelity_Interslavic_v001.tex,covered_existing
koristaje,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex,uncovered
kubičnoj,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex,uncovered
těsno,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex,uncovered
razvitij,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex,uncovered
računno,2,exact_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper34/section15/interslavic/v001/Noether_Paper34_Section15_Interslavic_v001.tex,covered_existing
provedenje,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
vybirajemo,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section01_Interslavic_v001.tex,uncovered
vyši,2,exact_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section07_Interslavic_v001.tex,covered_existing
pozdnějši,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex,uncovered
abu,2,short_function_or_artifact,False,1,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex,uncovered
proishodet,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper10/interslavic/v001/Noether_Paper10_Section03_Interslavic_v001.tex,uncovered
uslov,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper42/source_fidelity/interslavic/v001/Noether_Paper42_SourceFidelity_Interslavic_v001.tex,covered_existing
početnoj,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,covered_existing
vyznačenjem,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex,covered_existing
slědujućej,2,exact_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section09_Interslavic_v001.tex,covered_existing
novogo,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex,uncovered
shemy,2,stem_known,True,1,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex,covered_existing
početnomu,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper10/interslavic/v001/Noether_Paper10_Section03_Interslavic_v001.tex,covered_existing
ternarnom,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex,covered_existing
každih,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,covered_existing
prěmym,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex,uncovered
složenyh,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex,covered_existing
ocěnjenje,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,uncovered
sravniti,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex,uncovered
izbirajemo,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,uncovered
neprěmy,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,uncovered
polaru,2,stem_known,True,1,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex,covered_existing
prvomu,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex,uncovered
analogna,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section12_Interslavic_v001.tex,uncovered
specializacijah,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,covered_existing
dodatnogo,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section07_Interslavic_v001.tex,covered_existing
sistemnyh,2,stem_known,True,1,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,covered_existing
reducibilnoju,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section04_Interslavic_v001.tex,covered_existing
cělomu,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex,covered_existing
izrazam,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex,covered_existing
kontrolu,2,exact_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section07_Interslavic_v001.tex,covered_existing
malym,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex,uncovered
jednokratnom,2,stem_known,True,1,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,covered_existing
nelinearnyh,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section01_Interslavic_v001.tex,uncovered
razložimyh,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section07_Interslavic_v001.tex,covered_existing
razložima,2,exact_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section12_Interslavic_v001.tex,covered_existing
razlagajut,2,low_frequency_backlog,False,1,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,uncovered
nižšej,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section23_Interslavic_v001.tex,covered_existing
dualistične,2,exact_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.tex,covered_existing
nereducibilnyh,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section07_Interslavic_v001.tex,covered_existing
naprijed,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper10/interslavic/v001/Noether_Paper10_Section04_Interslavic_v001.tex,uncovered
diagonalnomu,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section11_Interslavic_v001.tex,covered_existing
toju,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
obrubljenje,2,exact_known,True,1,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,covered_existing
jedinoj,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,covered_existing
pokáže,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper32/section02_quaternion_idempotent/interslavic/v001/Noether_Paper32_Section02_Quaternion_Idempotent_Interslavic_v001.tex,uncovered
razvijamo,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex,uncovered
kombinacijam,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper30/section09/interslavic/v001/Noether_Paper30_Section09_Interslavic_v001.tex,covered_existing
dobili,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex,uncovered
binarnom,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex,covered_existing
kraće,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex,uncovered
prěmy,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section11_Interslavic_v001.tex,uncovered
izvodet,2,low_frequency_backlog,False,2,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,uncovered
razmatrivamo,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section11_Interslavic_v001.tex,covered_existing
najnižših,2,stem_known,True,2,translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
