edge_id,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,visible_text_from_rect,input_destination,target_id,target_pdf_page,target_view,target_left,target_top,target_kind,target_expose,target_title,origin_class,application_id,override_id,status
sga1.edge.sha256.30839500671ee675ba4d0df27655f1cf4d736b6ad1033734b677dbba052c66d3,164,8,348.983,128.828,379.484,140.457,IX.6.7,proposition.632,sga1.e09.cor.6-7,164,/XYZ,87.874,708.952,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b57912073f7198eb6a00182f1deb655b52208b1e59442ed469aeb5b02749f41a,164,9,86.878,102.925,93.104,116.402,is 9.,Hfootnote.636,sga1.reader.footnote.636,164,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a30cb05180ab975c7f8d71eaee60dec055355aed3614800dc3abe656399f3276,165,0,209.113,704.110,240.197,715.738,IX.6.7,proposition.632,sga1.e09.cor.6-7,164,/XYZ,87.874,708.952,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0efee67aafb808b00a7f10241c7f3e127c67de0c5e04519dcc0c1f2bd2b80747,165,1,307.341,564.191,337.842,575.819,"IX.6.7,",proposition.632,sga1.e09.cor.6-7,164,/XYZ,87.874,708.952,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.24e77ad1237ad987cac9cb2a755ab3bea7621d2aad9df17e679e1da2db3e076e,165,2,358.183,538.288,389.848,550.788,IX.6.6.,proposition.631,sga1.e09.cor.6-6,163,/XYZ,87.874,467.326,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1c8ad0d350c46c41bfacca63b7e8624ab31944fba73fadd1d496d0044fb14af7,165,3,297.740,512.385,329.405,524.014,"IX.6.7,",proposition.632,sga1.e09.cor.6-7,164,/XYZ,87.874,708.952,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3a011f1bc3b7ff6509d8319e8766dc1702799eaef120e699a62256d69eae96c2,165,4,147.941,498.827,185.170,512.994,", in verify IX.6.11,",proposition.637,sga1.e09.cor.6-11,165,/XYZ,87.874,700.751,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cc39d4e32ce942e304a5da76f2e4f85674848067b941800977de2c32682cb744,167,0,405.172,358.280,428.053,369.909,I.9.2.,proposition.82,sga1.e01.cor.9-2,18,/XYZ,87.874,404.264,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.99ba803cd3d88ef19cbe1fe4a2e2169d6a1fab82702b7811c03b36bbb37a8415,167,1,295.618,232.812,301.845,246.289,71.,Hfootnote.644,sga1.reader.footnote.644,167,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b0e840600eb1671490f6e4f00edd9da1298157f84e17b05ef57ebacedecf590b,168,0,426.070,641.536,453.495,653.164,X.1.2.,proposition.643,sga1.e10.prop.1-2,167,/XYZ,87.874,340.388,prop,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6abbf93ce2d15e055d1854e465a28bb1a9794a5fde156ccffdd475f1e1eb1956,168,1,341.244,445.860,368.891,458.360,"X.1.2,",proposition.643,sga1.e10.prop.1-2,167,/XYZ,87.874,340.388,prop,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.611d0aefd6c190734457386f9ab48cdbddfe8176efb640e426cafb86074e6689,168,2,123.724,419.351,146.207,432.458,I.4.8) Y′ is co,proposition.34,sga1.e01.cor.4-8,9,/XYZ,87.874,746.473,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.509ed5e39f881001c21de25e3e7d09fe6ac60a51c7ae1b921dbfb0800a82e8f2,168,3,392.995,406.400,423.497,419.506,IX.3.4 gh to sho,proposition.587,sga1.e09.cor.3-4,152,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.8e1afec32fb321cf8855ebeac72a5efd6782872c5a48b31439a6b120ed1ab644,168,4,456.328,406.400,482.969,419.506,V.6.9 at its de,proposition.416,sga1.e05.prop.6-9,97,/XYZ,87.874,662.9,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.24c24a791c2290203a4e0c2590c3c171e6fe5abdf1dfd266560e59c1a7078366,168,5,255.984,364.462,286.486,379.088,"IX.6.6,",proposition.631,sga1.e09.cor.6-6,163,/XYZ,87.874,467.326,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.bb394ff527ccf515fe5b7e1d4f70733e6fad56bb913eb45a1b3737aa819df0b2,168,6,317.333,338.219,344.477,349.848,X.1.3.,proposition.645,sga1.e10.thm.1-3,168,/XYZ,87.874,683.507,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.37af96cd854d320548b10d8dff2ea0ab60fae743789020edc61643fae1d493c6,168,7,216.839,325.268,248.504,336.896,IX.3.4,proposition.587,sga1.e09.cor.3-4,152,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cdc441eea829cae724ea6838856eaf059c7abca5b53da50c6c81e568ea678e62,168,8,362.285,325.268,389.932,336.896,V.6.9,proposition.416,sga1.e05.prop.6-9,97,/XYZ,87.874,662.9,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ca1f5c1ddac118a9585c7ce66e332b374ea7eca5caf1dc01a2882072555ccd0b,168,9,429.133,325.268,462.344,336.896,"V.6.11,",proposition.418,sga1.e05.prop.6-11,97,/XYZ,87.874,488.914,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6102402765a3a82b460f65195b9ccfbc9a8c0a09b4f2ad700189125e87d3990c,168,10,106.878,312.316,134.022,323.945,X.1.3,proposition.645,sga1.e10.thm.1-3,168,/XYZ,87.874,683.507,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0c475c12514d247702d4ca7b8677a9dbbb89ddca805bbb5ab37cf443e42b3014,168,11,314.177,227.978,341.069,239.607,X.1.3,proposition.645,sga1.e10.thm.1-3,168,/XYZ,87.874,683.507,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.fcc587d790e61e8264922c2dcf4ee2c00621747efc0559d658997cd4917f9633,168,12,365.684,227.978,392.576,239.607,X.1.2,proposition.643,sga1.e10.prop.1-2,167,/XYZ,87.874,340.388,prop,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1cdca755671677246b88ecdeb6c463bbcf5328b9d59c15bae0abf61c4293e6b5,168,13,172.092,202.075,186.327,213.704,IX,chapter*.563,sga1.e09.chapter.unnamed,148,/XYZ,87.874,762.52,chapter,IX,Descent of \'etale morphisms,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f389b4dcb062d6b2d1c203dd1ba143be2f001ac0dfa2a9985508b181bbb8b2d3,168,14,308.471,202.075,339.845,213.704,"IX.3.4,",proposition.587,sga1.e09.cor.3-4,152,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.777141e58bd54de024013cbdfc9e62b8f5053514d362b8d2b2e627be669a5d86,169,0,279.811,723.537,307.458,736.037,X.1.4,proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4c7486a34d628c3aae191ee46107d02eae52b72757515e15d7a91123afa9d4fa,169,1,294.732,710.585,322.379,722.275,X.1.4,proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c9ed87e5a8b1a706815472e5253f0ece9e2afb4edb3d096fcbff1ba9d6c8681c,169,2,169.447,662.177,196.591,673.805,X.1.4,proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3d3a09a80ef740ff70de0867d3ef1c63feeceff1e9359dd1a5d391e8d828ef5d,169,3,393.936,435.566,421.004,447.256,X.1.4.,proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.2ac54a3fd95744cabbb73feb6a0eeeaf3f4a1c14e4c290b48340ee5ac64750a4,169,4,339.054,357.252,366.197,370.153,X.1.4,proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cd5ef998aec9754049e9d0a58e2c7379b426f4033319db0378c7823fb035b453,169,5,482.030,206.480,508.671,218.109,X.1.6,proposition.649,sga1.e10.cor.1-6,169,/XYZ,87.874,571.416,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.aab8682b57832ef53913cbb935a352ff23850a607d487b6b0ddafb35f611e7b8,169,6,111.726,145.120,138.870,156.749,X.1.6,proposition.649,sga1.e10.cor.1-6,169,/XYZ,87.874,571.416,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1ccfc0a39362214385145a64d78706b528d6c5cb8d75dab38b446e636d6c0fde,170,0,449.925,703.501,481.416,715.190,IX.3.4.,proposition.587,sga1.e09.cor.3-4,152,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5845097f1fd5469de6aa2a6628487faa7381037056904075b034a889e050db13,170,1,282.373,612.841,309.869,624.530,X.1.6,proposition.649,sga1.e10.cor.1-6,169,/XYZ,87.874,571.416,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d6da5c875f58b75860c90a7adb1ebd98cc98338c85fe8f72318d7807377deb10,170,2,241.278,305.371,267.919,318.273,X.1.6 heir wo,proposition.649,sga1.e10.cor.1-6,169,/XYZ,87.874,571.416,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0bcb5ecd8b634ce62661ba1137ec88eb0ee6d9022eff9f97162a3dd6b3eb38c1,170,3,308.990,305.371,335.631,318.273,X.1.8 the init,proposition.651,sga1.e10.cor.1-8,170,/XYZ,87.874,440.505,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f04127833de46a3f1c9594f768c8fa45fea8d9278c5684ff431230ea38458e23,170,4,445.025,308.098,453.290,317.299,[2],cite.X.2,sga1.e10.bib.x-2,180,/XYZ,87.874,640.975,bib,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0d159074097e181cfe72e8ad2d386c653d80f0bc14362088598b750ff0ca9cbd,170,5,372.362,204.120,400.009,215.748,"X.1.8,",proposition.651,sga1.e10.cor.1-8,170,/XYZ,87.874,440.505,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.50040f1105f163832697ee8d381c9c061d9f696bf4adfb05ddd51382b5ed8c6f,170,6,479.776,204.120,507.423,215.748,X.1.6.,proposition.649,sga1.e10.cor.1-6,169,/XYZ,87.874,571.416,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.950518985fdc7a1b560eb8bbff23407ab9518ece3acab30d5d3834e61a87cefd,171,0,152.826,672.346,188.673,683.974,IX.1.10.,proposition.575,sga1.e09.thm.1-10,149,/XYZ,87.874,180.582,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d527e86fb80a63b2c5997d2f253181789b1c5fbf7548f920c8e51dbbe84588ba,171,1,243.050,608.072,274.133,620.974,IX.6.1),proposition.626,sga1.e09.thm.6-1,161,/XYZ,87.874,396.819,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.905776584d9e65942332482f966ba29727faeb759f569cb4d2bee7100faf4355,171,2,298.137,570.573,324.778,582.202,"X.2.1,",proposition.654,sga1.e10.thm.2-1,170,/XYZ,87.874,110.942,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5d5fbb65399ce18e20e03ed47791c13a9ce9ee58a4d013d4dfa3e5d7c4b4d39a,171,3,332.284,421.931,359.026,434.833,"X.1.4, X →Y",proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4006f3220d83273cc944cdf5055b3911f0fa9f485252de67b291690551e03acc,171,4,399.628,154.173,426.797,165.801,X.1.4,proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.caddeb3d5fe25f7d718471522746f76b27ca9a2b60802476d8c988e5d52af8d2,171,5,311.258,120.995,338.683,132.685,"X.2.1,",proposition.654,sga1.e10.thm.2-1,170,/XYZ,87.874,110.942,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.65e6410cfc53b9e628b31ed3fa1da1c9c1a49767675c07bc3b9197e073af471d,171,6,151.293,107.438,178.437,120.339,(X.1.1) er X,proposition.642,sga1.e10.def.1-1,167,/XYZ,87.874,524.872,def,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4759b1217d8252876e16f3882333b1514f97ea7c202072751cb183c67ab0a7e8,171,7,425.963,107.438,454.166,121.604,on that X.1.2. the spe,proposition.643,sga1.e10.prop.1-2,167,/XYZ,87.874,340.388,prop,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.701aa6f7ea0953cc58dd4576280c4c5f668b899532f4035bcc726e314b96bd5d,172,0,89.844,599.216,116.988,612.117,(X.1.1),proposition.642,sga1.e10.def.1-1,167,/XYZ,87.874,524.872,def,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d0ce02ae8ef1607c962ccf96970a228868eb725ca95ee6d2adad57ac1c2c6eb1,172,1,208.577,579.505,236.199,591.134,X.1.7,proposition.650,sga1.e10.cor.1-7,169,/XYZ,87.874,141.622,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d55c7aa853a0c6b50b837a219514bac1ff6b20f0ecfe1ffd6af32f873702922b,172,2,261.831,579.505,289.453,591.134,X.2.4,proposition.657,sga1.e10.cor.2-4,172,/XYZ,87.874,719.289,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.37771afc947af8e9c787bb7faa4222efcc2f2e370e6b47d3a9514eb044653df1,172,3,480.622,540.651,507.514,553.151,1 X.2.3.,proposition.656,sga1.e10.cor.2-3,171,/XYZ,87.874,137.064,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cb5ca7ab8660acde9df45eb959312c36198d436ee6218142a36f56b8888c7ff2,172,4,300.409,520.335,327.251,531.963,"X.2.4,",proposition.657,sga1.e10.cor.2-4,172,/XYZ,87.874,719.289,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.50189d97593611248d519d9aa92042fb9982683e1e57d703da6432d94691ef0f,172,5,324.811,507.383,352.131,519.012,X.1.3,proposition.645,sga1.e10.thm.1-3,168,/XYZ,87.874,683.507,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4ab74accc9d1cfe06b80dce11d90556a15f5835d4340de2a64ac2f2c32ee7516,172,6,375.136,507.383,402.456,519.012,X.1.4,proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5a3206157b5afa4c0902fba508cdcefccdb4280c124d507eb11745749db762ba,172,7,364.870,442.626,387.881,454.255,XI.3.,section*.699,sga1.e11.sec.3,184,/XYZ,87.874,554.807,sec,XI,"Projective cones, an example of Zariski",inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3d841b7443dde13cd3e8167d23e1a7a6346b30d0b3273f0bff60fead4ec63af3,172,8,389.617,403.772,417.264,415.461,"X.2.4,",proposition.657,sga1.e10.cor.2-4,172,/XYZ,87.874,719.289,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0248ca7f28f5402044bef76b40d11f38e70f629086bcbdd6d4e4adb20c594491,172,9,136.611,350.917,150.773,365.527,"ary XI. s, or",chapter*.688,sga1.e11.chapter.unnamed,181,/XYZ,87.874,762.52,chapter,XI,Examples and complements,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.348d077e2bc8aec1decc7215e8e05b7aa9bad0f9bab5b13ce078a9718fa06c68,172,10,235.940,315.233,244.205,324.433,[1],cite.X.1,sga1.e10.bib.x-1,180,/XYZ,87.874,651.934,bib,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e006de57d73f7a08d04a3be1bb31470d1bb5f230e8505f3b3c14d799ea4f2ed5,172,11,213.976,221.259,236.162,232.887,XI.2.,section*.697,sga1.e11.sec.2,182,/XYZ,87.874,328.655,sec,XI,Abelian varieties,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.623c59af3177a423aa411ae68439edfac9dbcb913a5663facca909a615a080a9,172,12,395.695,156.501,401.922,169.979,m X2.,Hfootnote.659,sga1.reader.footnote.659,172,/XYZ,110.041,106.957,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.bcfbd5f9259d7a5ecfe6b729dfe609befbef1c65c8b33ae770873496e60cfa55,173,0,191.992,697.634,218.633,709.323,"X.1.7,",proposition.650,sga1.e10.cor.1-7,169,/XYZ,87.874,141.622,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6786afac35a1e25a7dfedef23b59aea4049fe3324b0f604488c4b2e7bcd38475,173,1,154.816,671.731,181.608,683.420,X.1.7,proposition.650,sga1.e10.cor.1-7,169,/XYZ,87.874,141.622,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f5ff9f719191a5d2f79a81ec0c3786f597d85f0a339b2b50408ba0d359195b6d,173,2,383.584,632.350,389.810,645.828,ed x3.,Hfootnote.660,sga1.reader.footnote.660,173,/XYZ,110.041,130.754,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.45de4fbb30d0bd5398f37ace653f80fba4c0a1f8a6d2fb34d34ecca7031c9bfc,173,3,137.109,525.866,168.538,538.768,III.7.4 hose red,proposition.296,sga1.e03.cor.7-4,64,/XYZ,87.874,648.128,cor,III,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.bf489e0f1ef996bdd4f8f57919221664fa2292fe08eac7682856cd408322edd4,173,4,286.254,513.521,313.398,525.150,"X.2.3,",proposition.656,sga1.e10.cor.2-3,171,/XYZ,87.874,137.064,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.98be4d606cacd71e519b8ce09267f319dce769e98b1d8ed1245c377570a31a0d,173,5,266.735,477.811,272.962,491.894,e4 nu,Hfootnote.661,sga1.reader.footnote.661,173,/XYZ,110.041,118.856,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.69743eca7f6cc9d71278ea4f86e317c80cb7824ae573dfd7844f8d55b12d0b36,173,6,475.500,477.811,502.644,490.712,(X.1.2) oincaré,proposition.643,sga1.e10.prop.1-2,167,/XYZ,87.874,340.388,prop,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.dd5461d97b0876cc6b8b72f8ce9f9d1f797863d34ed7398e676e84332866b919,173,7,108.879,259.894,115.106,273.371,up r5.,Hfootnote.664,sga1.reader.footnote.664,173,/XYZ,110.041,106.957,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.449cae34708579118b5389b5fafcee66270358b755372ddcc40f760bb815810a,173,8,222.501,220.433,255.038,233.335,X.2.11 ization,proposition.669,sga1.e10.cor.2-11,174,/XYZ,87.874,365.05,cor,X,Lang-Serre,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.90a4d5f3484d2079e001fd2af0f330c93fd9ad1605dd34b0b55dd65909805819,173,9,464.390,223.161,472.656,232.361,[2],cite.X.2,sga1.e10.bib.x-2,180,/XYZ,87.874,640.975,bib,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a633096b5a1113c2746fa023d472e64d1fc7c08639a71c8dd8d30a93cda390a6,173,10,115.059,197.258,146.143,206.765,IX.5.8.,proposition.624,sga1.e09.rem.5-8,160,/XYZ,87.874,570.788,rem,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ef00c5b7a37412be1fe36d4b9dcaa9db4d66d591f9312a123ba2dde755d580a6,173,11,223.417,176.535,251.064,188.164,X.2.6,proposition.662,sga1.e10.thm.2-6,173,/XYZ,87.874,437.03,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.30cbe98ac600b59d6b0d1eb5996b95c9c246f41f7bb2c8a28140c6b4299d46c0,173,12,157.555,93.259,173.637,105.605,"V, 12. XII.",chapter*.739,sga1.e12.chapter.unnamed,197,/XYZ,87.874,762.52,chapter,XII,Algebraic geometry and analytic geometry,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.43ba1b23df30c0843c9df372bc1544de651b3c8bc3df9fce2a93cc8b813f3fdf,174,0,449.537,652.079,480.882,665.186,IX.5.2) is enou,proposition.616,sga1.e09.cor.5-2,158,/XYZ,87.874,183.977,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3875ccf7d389509f988979a17a4526cd24208aaadb541a40cb7d5b5944e1994f,174,1,116.559,625.734,143.401,638.411,X.2.6. X · H (,proposition.662,sga1.e10.thm.2-6,173,/XYZ,87.874,437.03,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3fb59543f313e328cca7935bb9b09545481c2681ff48166d6bcc1d03c14cbc0e,174,2,277.029,368.027,309.627,379.656,"X.2.10,",proposition.668,sga1.e10.cor.2-10,174,/XYZ,87.874,507.046,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.aa25433c91c9c2cca0f5cd761609ba0d67a2e710632f80bb77d8639c5f1a3c8a,174,3,378.240,368.027,405.384,379.656,X.2.8.,proposition.666,sga1.e10.thm.2-8,174,/XYZ,87.874,765.508,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f170874bab3c57a0a8de1f025598e45651fc9ddd2c92d0d280a7d63c0046a28a,174,4,398.369,348.375,426.832,361.277,"X.2.8, X with",proposition.666,sga1.e10.thm.2-8,174,/XYZ,87.874,765.508,thm,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4b36db98459d70494f637960d0febe4c7aa66950f5c07ab1fd748ac13da10135,174,5,309.262,316.378,336.632,329.280,"X.2.9, all prov",proposition.667,sga1.e10.lem.2-9,174,/XYZ,87.874,584.951,lem,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9eec7e7bce44aea966ded0ba36fb89c652e955ba5add89465c64c43d328a841c,174,6,502.383,290.340,508.610,304.423,n .6 er,Hfootnote.671,sga1.reader.footnote.671,174,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9ee3bef056fc98a640e71579f5749a1b195f072cab11cb34adc0a61fd4a2989d,175,0,203.174,563.855,209.400,577.333,f7,Hfootnote.674,sga1.reader.footnote.674,175,/XYZ,110.041,107.897,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.21673067a4125af77752b5d80bed5dc70f1ebe30dd4eaf82f76aef53c42996be,175,1,240.002,504.729,262.841,517.630,I.9.5 ducible,proposition.88,sga1.e01.thm.9-5,19,/XYZ,87.874,652.597,thm,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3f3cc6496a8c88b790fa197c2b26bbaf8213bba8e4553b35d8ba4191e74bea94,175,2,389.007,305.991,397.272,315.192,[5],cite.X.5,sga1.e10.bib.x-5,180,/XYZ,87.874,586.181,bib,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6e639206317788242a67ceccfbfbb5381253538c84a9b342604f3df5d49b75fb,175,3,495.467,293.040,503.732,302.240,[3],cite.X.3,sga1.e10.bib.x-3,180,/XYZ,87.874,619.058,bib,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.647cd69ef47b950464455d21af90a62e2ebd9dbd82a50c9e5bbf5a0b40add929,175,4,228.953,200.259,235.180,213.736,of A8.,Hfootnote.677,sga1.reader.footnote.677,175,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5b31f22ff6356e549b5a92b679a0590567431c36cee9f2d9f4a5237e1c4241ed,175,5,343.169,200.259,370.997,213.736,s regul I.4.10,proposition.36,sga1.e01.prop.4-10,9,/XYZ,87.874,509.66,prop,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a8114017f16eb2e66fefee272c50c74c65887f1277aeccac400ec845dd58806c,175,6,359.757,160.798,386.901,173.700,X.3.2,proposition.676,sga1.e10.cor.3-2,175,/XYZ,87.874,404.363,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.bcf9c815f8df2f62f1592101df837bc9fcc69b5ec663e518a09d6ad62924f58a,175,7,201.902,148.453,229.046,160.082,X.3.1,proposition.675,sga1.e10.thm.3-1,175,/XYZ,87.874,560.258,thm,X,Zariski-Nagata,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f19c8f467d5689a05f6b4ef73dac2fa035db3577a4eff77860b029a6c30e971f,175,8,212.436,92.654,235.674,106.545,X.3.4.,proposition.679,sga1.e10.cor.3-4,176,/XYZ,87.874,254.613,cor,X,Birational invariance of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d0672138f11c05d1c4f9f18dee681281eb766126b61f28fdd9f9815d8553b370,176,0,216.702,573.387,244.821,586.493,I.10.3. while X,proposition.113,sga1.e01.cor.10-3,22,/XYZ,87.874,259.987,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.37c9265444a9c71e193a11022d53af3844d37ab9ce2919bc18cec3693e3d710d,176,1,405.479,521.581,432.220,535.396,ce Z h X.3.1,proposition.675,sga1.e10.thm.3-1,175,/XYZ,87.874,560.258,thm,X,Zariski-Nagata,inherited_internal_link,,,resolved_stable_goto
