physical_page	printed_page	archive_path	finding	disposition
17	288	diagram_directory_branch_1/Images/D020_La_conjecture_de_Weil_I/D020_p016_diag01.png	Diagram-aid witness for article index 16 / authority physical page 17. The derived crop is an overinclusive page/formula locator. It confirms gross placement of prose, displays, and the sign table, but authority pixels control every symbol and reading. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
17	288	diagram_directory_branch_2/Images/D020_La_conjecture_de_Weil_I/D020_p016_diag01.png	Diagram-aid witness for article index 16 / authority physical page 17. The derived crop is an overinclusive page/formula locator. It confirms gross placement of prose, displays, and the sign table, but authority pixels control every symbol and reading. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=17	IAS comparator page 17 was rendered and visually inspected against authority physical page 18. Text, displays, running matter, page sequence, and the projection diagram on the final page align at comparison resolution. No comparator-only reading was promoted, and the higher-priority NUMDAM authority remains controlling.	COMPARATOR_ONLY; no automatic acceptance
18	289	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=17	collected-split comparator page 17 was rendered and visually inspected against authority physical page 18. Text, displays, running matter, page sequence, and the projection diagram on the final page align at comparison resolution. No comparator-only reading was promoted, and the higher-priority NUMDAM authority remains controlling.	COMPARATOR_ONLY; no automatic acceptance
18	289	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag01.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag02.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag03.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag01.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag02.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag03.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_directory_branch_1/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag01.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_directory_branch_1/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag02.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_directory_branch_1/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag03.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_directory_branch_2/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag01.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_directory_branch_2/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag02.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
18	289	diagram_directory_branch_2/Images/D020_La_conjecture_de_Weil_I/D020_p017_diag03.png	Diagram-aid witness for article index 17 / authority physical page 18. The three detector crops split the page-18/printed-289 material into a partial header, a tiny “≠2” fragment, and a broad lower-page crop containing diagram (5.1.1). The broad crop confirms placement only; the diagram was directly inspected in the authority and safely encoded as editable aligned text with π and f labels. No inherited raster was accepted.	ZERO_ACCEPTED; derived visual locator only
19	290	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=18	IAS comparator page 18 was rendered and visually compared with authority physical page 19. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
19	290	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=18	collected-split comparator page 18 was rendered and visually compared with authority physical page 19. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
19	290	diagram_aid/D020_p018_diag01.png (representative of four duplicate branch witnesses)	The diagram-aid crop was used only to locate the loops figure after the French freeze. The accepted asset pair was newly cut from the controlling authority image, not copied from salvage.	LOCATOR_ONLY; ZERO_ACCEPTED
19	290	paper20_archive_members/01_Kimi_Agent_Convert_Papers_to_LaTeX/Paper_20.tex	The inherited TeX omits the hand-drawn loops figure and therefore cannot preserve its topology or labels. It also substitutes ordinary typeset flow without the required authority crop pair.	REJECT_AUTOMATIC_ACCEPTANCE; post-freeze locator/divergence witness only
20	291	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=19	IAS comparator page 19 was rendered and visually compared with authority physical page 20. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
20	291	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=19	collected-split comparator page 19 was rendered and visually compared with authority physical page 20. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
20	291	paper20_archive_members/01_Kimi_Agent_Convert_Papers_to_LaTeX/Paper_20.tex	The inherited TeX substitutes a different incidence square for the authority diagram, changes the Corollary (5.5) proof from strict noncontainment to a different relation, and changes the projective-space dimension condition.	REJECT_AUTOMATIC_ACCEPTANCE; post-freeze locator/divergence witness only
21	292	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=20	IAS comparator page 20 was rendered and visually compared with authority physical page 21. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
21	292	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=20	collected-split comparator page 20 was rendered and visually compared with authority physical page 21. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
21	292	paper20_archive_members/01_Kimi_Agent_Convert_Papers_to_LaTeX/Paper_20.tex	The inherited TeX changes the exact Veronese notation and the lower index in the displayed binomial, and does not preserve the authority page typography of the composite embedding.	REJECT_AUTOMATIC_ACCEPTANCE; post-freeze locator/divergence witness only
22	293	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=21	IAS comparator page 21 was rendered and visually compared with authority physical page 22. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
22	293	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=21	collected-split comparator page 21 was rendered and visually compared with authority physical page 22. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
22	293	paper20_archive_members/01_Kimi_Agent_Convert_Papers_to_LaTeX/Paper_20.tex	The inherited TeX changes the Lie-algebra glyph and introduces a sign into the generators in Lemma (5.11), although the authority formula is x↦ψ(x,δ)δ.	REJECT_AUTOMATIC_ACCEPTANCE; post-freeze locator/divergence witness only
23	294	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=22	IAS comparator page 22 was rendered and visually compared with authority physical page 23. Page sequence, text blocks, formulas, and diagrams/figure geometry align at comparison resolution. No comparator-only form was promoted.	COMPARATOR_ONLY; authority remains controlling
