token,count,files,old_classification,new_classification,recommended_action,note,existing_group_id,existing_lemma,dictionary_isv,dictionary_en,dictionary_pos,top_files
postavljeno,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group set-put (postaviti); match=head_match_posta,set-put,postaviti,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section01_Interslavic_v001.tex; translations/paper11/interslavic/v001/Noether_Paper11_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
specijalno,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_speci); needs corpus-context class,,,specialist,specialist,m.anim.,translations/paper04/interslavic/v001/Noether_Paper04_Section02_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section07_Interslavic_v001.tex; translations/paper31/section03_entry01/interslavic/v001/Noether_Paper31_Section03_Entry01_Interslavic_v001.tex
odnako,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group however (však); match=exact_variant,however,však,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section02_Interslavic_v001.tex; translations/paper11/interslavic/v001/Noether_Paper11_Interslavic_v001.tex; translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex
izvršenja,3,3,low_frequency_backlog,proof_register_candidate,insert_internal_register,Corpus proof/register word; internal insertion only pending linguistic review,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section04_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex
menšej,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section04_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex
objasnjeno,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_objas); needs corpus-context class,,,objasniteljny,explanatory,adj.,translations/paper04/interslavic/v001/Noether_Paper04_Section05_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper31/section01_entries01_02/interslavic/v001/Noether_Paper31_Section01_Entries01_02_Interslavic_v001.tex
postupak,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_postu); needs corpus-context class,,,postulat,postulate,m.,translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex
nikogda,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex; translations/paper34/section10/interslavic/v001/Noether_Paper34_Section10_Interslavic_v001.tex
rědom,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex
prodolženjem,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group continuation (prodolženje); match=head_match_prodo,continuation,prodolženje,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section03_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex
opreděljati,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group well-defined (jednoznačno oprěděljeny); match=head_match_opred,well-defined,jednoznačno oprěděljeny,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex
kroku,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section07_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex
voobće,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section08_Interslavic_v001.tex
mysli,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_mysli); needs corpus-context class,,,"myslim, mysljų",I think,phrase,translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
analogon,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-analogija (analogija); match=head_match_analo,reg-analogija,analogija,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section14_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex
nužnym,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_nužny); needs corpus-context class,,,nužny,"necessary, needed, imperative",adj.,translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section11_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
fischerom,3,3,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper07/interslavic/v001/Noether_Paper07_Interslavic_v001.tex
steinitzom,3,3,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section04_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section06_Interslavic_v001.tex
steinitza,3,3,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex
steinitz,3,3,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex
najprostejši,3,3,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (head_najpr); POS=adv.; decide stoplist vs register,,,najpravdopodobno,most probably,adv.,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section03_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
vključa,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group inclusion (vključenje); match=exact_variant,inclusion,vključenje,,,,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section10_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
odgovor,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group corresponds (sootvětstvovati); match=head_match_odgov,corresponds,sootvětstvovati,,,,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
zaoštrenje,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section07_Interslavic_v001.tex; translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex
nastoječej,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_nasto); needs corpus-context class,,,nastojati,insist,v.intr. pf.,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex
mogl,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex
putem,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
ostajut,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group remain-ostati (ostati); match=head_match_ostaj,remain-ostati,ostati,,,,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper42/source_fidelity/interslavic/v001/Noether_Paper42_SourceFidelity_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
odpadajut,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_odpad); needs corpus-context class,,,koš odpadov,garbage can,m.,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex
harakterno,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_harak); needs corpus-context class,,,harakter,character,m.,translations/paper06/interslavic/v001/Noether_Paper06_Section01_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section02_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section03_Interslavic_v001.tex
menše,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper06/interslavic/v001/Noether_Paper06_Section01_Interslavic_v001.tex; translations/paper30/section03/interslavic/v001/Noether_Paper30_Section03_Interslavic_v001.tex; translations/paper31/section03_entry04/interslavic/v001/Noether_Paper31_Section03_Entry04_Interslavic_v001.tex
lemu,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group lemma-noun (lema); match=exact_variant,lemma-noun,lema,,,,translations/paper06/interslavic/v001/Noether_Paper06_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section09_Interslavic_v001.tex; translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex
harakterizovane,3,3,low_frequency_backlog,proof_register_candidate,insert_internal_register,Corpus proof/register word; internal insertion only pending linguistic review,,,harakter,character,m.,translations/paper06/interslavic/v001/Noether_Paper06_Section03_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section10_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section07_Interslavic_v001.tex
izhodny,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group starting-point (izhodišče); match=head_match_izhod,starting-point,izhodišče,,,,translations/paper06/interslavic/v001/Noether_Paper06_Section04_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex; translations/paper34/source_fidelity_section23/interslavic/v001/Noether_Paper34_Section23_SourceFidelity_Interslavic_v001.tex
