self_correction_id,discovered_at_checkpoint,affected_unit,affected_file,affected_locator,error_class,original_form,corrected_form,occurrence_count,detection_channel,propagation_scope,propagation_check,status,superseded_artifact
"FAC-SELF-0190","III_5_73_reference_binding","FAC-EN-U0071","english_source_first_workpass/source/components/012_I_2_14_operations_on_coherent_sheaves.tex; english_source_first_workpass/source/components/071_III_5_73_relations_global_local_Ext.tex","no.73 citation to no.14 Proposition 5","underindexed_exact_internal_reference","the inherited English no.14 Proposition 5 had no stable target and the new no.73 citation could therefore only have remained plain text","added exact labels for no.14 and Proposition 5 backfilled their semantic entities and linked the no.73 citation to fac:I:2:no:14:prop:5","1","lead_source_and_reference_review","reference layer only; no English wording mathematics or French source layer changed","three-pass r2 build has zero undefined references and the visible citation resolves to the exact proposition","corrected_before_admission","prebuild_unlinked_reference_state"
"FAC-SELF-0191","III_5_73_lead_render_and_policy_review","FAC-EN-U0071","english_source_first_workpass/source/components/071_III_5_73_relations_global_local_Ext.tex","Proposition 1 and proof finite-generation clauses","inconsistent_literal_module_finiteness_calque","four draft occurrences used of finite type or free of finite type although admitted normalization FAC-EN-N0054 selects finitely generated for module de type fini","replaced them with finitely generated finitely generated free and finitely generated graded forms without altering any hypothesis","4","lead_render_and_editorial_policy_review","all four no.73 occurrences only; French layers formulae and earlier English components unchanged","full-unit search confirms no residual module of finite type phrase and a clean no-overwrite r3 rebuild supersedes r2","corrected_before_admission","build_checkpoint_III_5_73_r2"
"FAC-SELF-0192","III_5_73_r3_visual_review","FAC-EN-U0071","english_source_first_workpass/source/components/071_III_5_73_relations_global_local_Ext.tex","complex C and B^q/Z^q semantic anchors","mid_sentence_anchor_layout_stretch","two invisible phantomsection anchors placed inside running sentences produced visibly excessive interword spacing around complex C on reader page 68","moved both unchanged labels to sentence boundaries and reflowed only the same English sentences","0","lead_render_review","anchor placement and paragraph line breaks only; semantic IDs English wording formulae and French layers unchanged","clean r4 rebuild and fresh page-68 render remove the stretched line while preserving both destinations","corrected_before_admission","build_checkpoint_III_5_73_r3"
"FAC-SELF-0193","III_5_73_machine_count_query","FAC-EN-U0071","lead_read_only_machine_count_query","seven FAC machine-ledger counts and identities","third_recurrence_powershell_pipeline_after_foreach_parser_error","despite the explicit assignment-first rule the first post-generator count query again piped directly after foreach and failed before execution","immediately reran the query with the foreach output assigned to a report variable before formatting","0","lead_console_failure_review","read-only count query only; the generated normalization ledger and all source build evidence and control bytes were unchanged","the corrected query returned exact row byte and hash totals for all seven ledgers","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0194","III_5_73_final_manifest_validation_refresh","FAC-EN-U0071","controls/CHECKPOINT_VALIDATION.json","first attempted post-logbook validation refresh","repeated_null_LASTEXITCODE_short_circuit","a combined PowerShell command tested LASTEXITCODE after a PowerShell script and exited before rerunning validation leaving the prior validation temporarily stale against the newly regenerated manifest","reran generate_checkpoint_validation.ps1 explicitly without a native-process LASTEXITCODE guard and adopted separate explicit generator calls for the final replay","0","lead_manifest_validation_freshness_review","validation control only; source PDF rendered evidence ledgers and regenerated manifest were unchanged","fresh v35 validation reports PASS errors empty manifest97 replay0 and the exact current byte total","operationally_corrected_before_admission","stale_intermediate_CHECKPOINT_VALIDATION_before_explicit_rerun"
"FAC-SELF-0195","III_5_74_corrected_french_build_r1","FAC-FR-C0040","french_source_corrected_workpass/source/$facBuild","first corrected-French C0040 build output","literal_output_directory_variable","the first pdfLaTeX invocation passed -output-directory=$facBuild as a literal native argument and wrote the successful output beneath a literal $facBuild subtree","quoted the expanded output argument and performed a clean three-pass build in build_checkpoint_C0040_T0043_r1","0","lead_build_path_review","corrected French source was unchanged; the literal $facBuild subtree is preserved as excluded adverse process history","the intended build directory contains the converged 63-page C0040/T0043 reader and exact logs","operationally_corrected_before_admission","french_source_corrected_workpass/source/$facBuild"
"FAC-SELF-0196","III_5_74_corrected_french_hash_query","FAC-FR-C0040","lead_read_only_hash_identity_query","first successful-build identity presentation","ambiguous_powershell_table_projection","the first Get-FileHash table projection rendered only four bare numeric 1 values instead of usable path/hash rows","reran the query as explicit compact JSON with name bytes and SHA256 fields","0","lead_identity_review","read-only query only; source reader build and all control files were unchanged","the corrected query returned exact identities for PDF log and both converged consoles","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0197","III_5_74_corrected_french_hash_followup","FAC-FR-C0040","lead_read_only_hash_identity_query","first JSON follow-up query","pipeline_after_foreach_parser_error","the follow-up again piped directly after a foreach block and failed before execution","assigned the foreach results to a rows collection before serializing to JSON","0","lead_console_failure_review","read-only query only; no artifact changed","the assignment-first query returned the four exact identities","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0198","III_5_74_corrected_french_page_locator","FAC-FR-C0040","lead_read_only_pdftotext_query","first search for the corrected sentence in reader pages 50 through 60","stale_bundled_pdftotext_path","the assumed bundled Poppler pdftotext executable path did not exist in the active runtime","used the installed MiKTeX pdftotext executable by its exact discovered path","0","lead_console_failure_review","read-only locator query only; no source reader or evidence file changed","the corrected query located the sentence on corrected French reader page 56","operationally_corrected_before_admission","none_failed_read_only_query"
"FAC-SELF-0199","III_5_74_corrected_french_render","FAC-FR-C0040","qa/french/C0040_T0043_reader_page56_300dpi","first diplomatic/corrected page-56 render attempt","broken_pdftoppm_wrapper_target","the pdftoppm command wrapper pointed to a missing intermediate runtime command and failed before producing an image","used the exact active Poppler pdftoppm.exe path and rendered both layers sequentially","0","lead_render_tool_review","render operation only; reader source and builds were unchanged","both 300-dpi page-56 images exist with exact hashes and personal cross-layer PASS","operationally_corrected_before_admission","none_failed_render_attempt"
"FAC-SELF-0200","III_5_74_diagnostics_query","FAC-EN-U0072; FAC-FR-C0040","lead_read_only_build_diagnostics_query","first combined English/French diagnostic-count query","fourth_recurrence_powershell_pipeline_after_foreach_parser_error","the first query piped directly after foreach and failed before execution despite the standing assignment-first rule","reran with the foreach output assigned to a rows collection before JSON serialization","0","lead_console_failure_review","read-only log query only; no source build render or ledger changed","corrected query reports English hard undefined overfull0 and corrected French hard undefined0 with only inherited layout notices","operationally_corrected_before_admission","none_failed_read_only_query"
