recommended_action_band,operational_term_weight_0_100,term_id,concept,source_term,chosen_form_latin,f10_flag,ws_support_score,ws_adverse_competitor_score,writeback_status,required_fix,writeback_note,source_pointer
F_missing_witness_backfill,16.7,ISV-exponent_index--eksponent_indeks,eksponent,Exponent = Index,eksponent = indeks,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper38_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-faktorensystem--faktorna_sistema,sistem,Faktorensystem,faktorna sistema,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper41_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-faltung_von_s_mit_nu_h_l_h2--svijanje_s_s_nu_h_l_,folding,Faltung von $s$ mit $\nu; H; L; H^2$,svijanje $s$ s $\nu; H; L; H^2$,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section19_terms.json
F_missing_witness_backfill,16.7,ISV-faltungsprozeß_faltung--proces_svijanja_svij,folding,Faltungsprozeß / Faltung,proces svijanja / svijanje,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section01_terms.json
F_missing_witness_backfill,16.7,ISV-formenreiheformenreihen--ręd_form_rędy_form,form,Formenreihe/Formenreihen,ręd form / rędy form,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section19_terms.json
F_missing_witness_backfill,16.7,ISV-formensystem--sistema_form,sistem,,sistema form,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_postbibliography_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-frei_von_x_1x_i-1--svobodne_od_x_1x_i-1,,,"svobodne od x_1,...,x_{i-1}",F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-funktionalbereich--funkcionalna_oblast,funkci,Funktionalbereich,funkcionalna oblast,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper30_section03_terms.json
F_missing_witness_backfill,16.7,ISV-ganz_abgeschlossen--integralno_zamknjeny,integral,ganz abgeschlossen,integralno zamknjeny / integralna zamknjenost,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper30_section03_terms.json
F_missing_witness_backfill,16.7,ISV-ganz_rational--cělo-racionalny,racional,,cělo-racionalny,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_post45_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-ganz_und_primitiv_in_den_variablen--cěly_i_primitivny_po,,,cěly i primitivny po sootvětnyh neopreděljenyh,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-ganze_größen--cěle_veličiny,,,cěle veličiny,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_section01_terms.json;noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-ganzzahlig--celočisleny,,,celočisleny,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_introduction_terms.json
F_missing_witness_backfill,16.7,ISV-ganzzahlig-regulär--celočisleno-regularn,regular,,celočisleno-regularny,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section15_terms.json
F_missing_witness_backfill,16.7,ISV-ganzzahliger_relativ-ganzer_bereich_erst--celočislena_relativn,extension of the first kind,,celočislena relativno cěla oblast prvogo roda,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper06_section15_terms.json
F_missing_witness_backfill,16.7,ISV-gegenseitig_relativprim--vzaimno_relativno_pr,irreducible,,vzaimno relativno proste,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-gesamtformenreihe--cěly_ręd_form,form,Gesamtformenreihe,cěly ręd form,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section01_terms.json
F_missing_witness_backfill,16.7,ISV-grundbereiche--osnovne_oblasti,extension of the first kind,Grundbereiche,osnovne oblasti,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper30_section03_terms.json
F_missing_witness_backfill,16.7,ISV-grundfaltungen--osnovne_svijanja,folding,Grundfaltungen,osnovne svijanja,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section01_terms.json;logbook:2026-06-09: Paper 02 §1 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-grundform--osnovna_forma,form,,osnovna forma,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section03_terms.json;logbook:2026-06-10: Paper 02 §5 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-grundformen--osnovne_formy,form,,osnovne formy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section01_terms.json
F_missing_witness_backfill,16.7,ISV-gruppeneinteilung_nach_nicht-teilerfremd--grupno_razděljenje_p,grup,,grupno razděljenje po nevzaimnoj prostosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-größenreihe_größenreihen--red_veličin_redy_vel,,,red veličin / redy veličin,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper07_terms.json
F_missing_witness_backfill,16.7,ISV-größter_gemeinsamer_teiler--največši_obči_dělite,least common multiple,,največši obči dělitelj,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-hauptgeschlechtssatz--teorem_o_glavnom_rod,teorem,Hauptgeschlechtssatz,teorem o glavnom rodu,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper41_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-hauptreihe--glavny_rjad,,Hauptreihe,glavny rjad,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper34_section03_terms.json
F_missing_witness_backfill,16.7,ISV-hauptspur--glavny_slěd,,,glavny slěd,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper34_section26_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-hilfsvariablen--pomoćne_prěměnne,variable,Hilfsvariablen,pomoćne prěměnne,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section06_terms.json;logbook:2026-06-10: Paper 02 §6 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-hyperkomplexes_system--hiperkompleksny_sist,covariant,Hyperkomplexes System,hiperkompleksny sistem,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper34_section06_terms.json
F_missing_witness_backfill,16.7,ISV-höhere_form--vyša_forma,form,höhere Form,vyša forma,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section01_terms.json
F_missing_witness_backfill,16.7,ISV-integritätsbereich_bereich_der_integritä--oblast_cělosti,integral domain,,oblast cělosti,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-involutionsform--involucijska_forma,form,,involucijska forma,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section06_terms.json
F_missing_witness_backfill,16.7,ISV-kleinstes_gemeinsames_vielfaches_gleich_--najmenše_obče_mnogok,least common multiple,,najmenše obče mnogokratno stavaje jednako produktu,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-kleinstes_gemeinsames_vielfaches_größter--najmenše_obče_mnogok,least common multiple,kleinstes gemeinsames Vielfaches / größter gemeinsamer Teiler,najmenše obče mnogokratno / največši obči dělitelj,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper30_section05_terms.json
F_missing_witness_backfill,16.7,ISV-kompositionsfaktoren--kompozicijne_faktory,direct factor,Kompositionsfaktoren,kompozicijne faktory,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section03_terms.json
F_missing_witness_backfill,16.7,ISV-kompositionsreihe_kompositionsfaktor--kompozicijny_rjad_ko,direct factor,Kompositionsreihe / Kompositionsfaktor,kompozicijny rjad / kompozicijny faktor,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section05_terms.json
F_missing_witness_backfill,16.7,ISV-kongruenzkomposition--kongruenzkomposition,kongruen,,Kongruenzkomposition,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper19_terms.json
F_missing_witness_backfill,16.7,ISV-kontragredient_kogredient--kontragradientny_kog,,kontragredient / kogredient,kontragradientny / kogradientny,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section26_terms.json;logbook:2026-06-10: Paper 02 Section 26 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-linear_gebrochene_abhängigkeit--linearno-drobna_zavi,linear,,linearno-drobna zavisnost,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section06_terms.json
F_missing_witness_backfill,16.7,ISV-linear_unabhängig_voneinander_und_von--linearno_nezavisne_m,linear,,linearno nezavisne medžu soboju i od ...,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_section04_terms.json;noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-lineare_transformation--linearna_transformac,linear,,linearna transformacija,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section03_terms.json
F_missing_witness_backfill,16.7,ISV-lineare_verbindungen--linearne_kombinacije,linear,,linearne kombinacije,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_terms.json;logbook:2026-06-10: Paper 02 §5 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-lineargebrochene_transformation--drobno-linearne_preo,linear,,drobno-linearne preobraženje,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper05_terms.json
F_missing_witness_backfill,16.7,ISV-lineargebrochene_transformation--linearno-drobna_tran,linear,,linearno-drobna transformacija,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_section06_terms.json
F_missing_witness_backfill,16.7,ISV-linker_oberer_eckpunkt--lěvy_gorny_kut,,linker oberer Eckpunkt,lěvy gorny kut,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section01_terms.json
F_missing_witness_backfill,16.7,ISV-linkseinheit--lěva_jedinica,unit,Linkseinheit,lěva jedinica,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section09_terms.json
F_missing_witness_backfill,16.7,ISV-linkseinheit_rechtseinheit--lěva_jedinica_prava_,unit,Linkseinheit / Rechtseinheit,lěva jedinica / prava jedinica,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section13_terms.json
F_missing_witness_backfill,16.7,ISV-matrizeneinheiten--matrične_jedinice,unit,Matrizeneinheiten,matrične jedinice,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section20_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-maximalbedingung--uslovje_maksimalnost,maksimal,Maximalbedingung,uslovje maksimalnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper34_section03_terms.json
F_missing_witness_backfill,16.7,ISV-maximalbereich--maksimalna_oblast,maksimal,,maksimalna oblast,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper35_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-minimalbedingung--uslovje_minimalnosti,minimal,Minimalbedingung,uslovje minimalnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper34_section03_terms.json
F_missing_witness_backfill,16.7,ISV-multiplicity_numbers--čisla_mnogokratnosti,,,čisla mnogokratnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-multiplikationstafel--tablica_množenja,one-to-one,Multiplikationstafel,tablica množenja,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section06_terms.json
F_missing_witness_backfill,16.7,ISV-multiplikatorenbereich--oblast_množiteljev,multiplier domain,Multiplikatorenbereich,oblast množiteljev,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper34_section08_terms.json
