id,lemma_current,citation_or_review_headword,en,class,variant_count,variants,provenance,source_use,permitted_use_weight,status,r1_decision_ids,normalization_policy_v6,warnings,r1_decision_json,term_kind,current_support_weight,review_priority_weight,recommended_action,boundary
introduction-vvedenje,vvedenje,vvedenje,introduction (of a concept),proof_grammar,4,uvod | vveden | vvedeny | vvedenju,fable_pass11 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
satisfies,zadovoljaje,zadovoljaje,satisfies,proof_grammar,8,spolnja | udovletvor | zadovolj | udovletvorjajut | zadovoliti | zadovoljaje | zadovoljuje | zadovoljujut,fable_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
sharpening,zaostrenje,zaostrenje,sharpening (of a result),proof_grammar,2,zaostrenje | zaoštrenje,chatgpt_v4_longtail | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
completion-zavrsenje,završenje,završenje,completion,proof_grammar,1,završenje,fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
sign-znak,znak,znak,sign; symbol,proof_grammar,4,znak | znaka | znakih | znakom,chatgpt_v4_longtail | fable_pass28_kwic | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
approximate-aproksimovati,aproksimovati,aproksimovati,approximate,proof_operation,1,aproksimovati,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
we-take,brati,brati,take (we take …),proof_operation,5,bere | beremo | berut | beruči | brati,chatgpt_v4_longtail_attach | fable_pass21 | fable_pass27_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-davati,davati,davati,giving,proof_operation,11,dade | dala | dali | dalo | danu | dati | dava | davaje | davajemo | davajut | davati,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass28_kwic | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-dobiti,dobiti/dobyti,dobiti/dobyti,obtains; gets,proof_operation,12,dobilo | dobite | dobiti | dobiva | dobivajemo | dobiven | dobiveny | dobyta | dobyte | dobyva | dobyvajut | dobyvamo,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass28_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
by-adding,dodanje,dodanje,adding; adjunction (by adding),proof_operation,10,dodaje | dodamo | dodanj | dodanjem | dodati | dodava | dodavajut | dodavanja | dodavanje | dodavanjem,chatgpt_v4_longtail_attach | fable_pass28_kwic | fable_pass29_kwic | fable_pass8,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
complete-dopolniti,dopolniti,dopolniti,complete; supplement,proof_operation,2,dopolniti | dopolnjenje,fable_pass27_kwic | fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-dostati,dostati/dobyti,dostati/dobyti,we obtain,proof_operation,8,dostajemo | dostati | dostavajemo | dostavajut | dostajut | dostatno | dostavljeno | dostavljene,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
eliminated,eliminovany,eliminovany,eliminated,proof_operation,1,eliminovane,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
look-gledati,gledati,gledati,look at; view,proof_operation,5,gleda | gledaj | gledany | gledati | glej,fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
we-have,imamo,imamo,we have (proof idiom),proof_operation,1,imamo,fable_pass11,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
choose-izbrati,izbrati,izbrati,choose; select (we choose),proof_operation,11,izberemo | izberimo | izbirati | izbrana | izbrane | izbrano | izbranyh | vyberemo | vybira | vybrane | vybrati,chatgpt_v4_longtail | fable_pass27_kwic | fable_pass28_kwic | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
build-izgraditi,izgraditi,izgraditi,build up; construct,proof_operation,2,izgraditi | izgradnja,fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
omit-izpustiti,izpustiti,izpustiti,omit (details); leave out,proof_operation,2,izpustiti | izpuščene,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
execute-izvršiti,izvršiti,izvršiti,carries out; executes,proof_operation,3,izvršaje | izvršenja | izvršiti,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
put-klasti,klasti,klasti,we put/set (cs klademe; doublet of postaviti),proof_operation,1,klademo,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
construct,konstruovati,konstruovati,constructs / constructed,proof_operation,4,konstruovane | konstruovano | konstruuje | skonstruovana,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
uses,koristiti,koristiti,uses; makes use of,proof_operation,5,korist | koristi | koristajut | koristajuči | koristaje,fable_pass12 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
find-najdti,najdti,najdti,find (we find),proof_operation,3,najde | najdemo | najdut,fable_pass29b,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
impose,naložiti,naložiti,impose,proof_operation,1,naložiti,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
