row_id,surface,risk,kind,replacement_hint,source_file,line,context,apply_action,citation_form,current_lemma,warning
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,177,"ičnom smyslu), ili ako jest prijeta v jednej ili mnogyh točkah v vyšem redu. V poslědnjem slučaju ide o točku poligona razvětvenja od \(z\) i takože od \(s\); to odgovarja „beskonečno bli",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
reg-odnovrěmenno,odnovrěmenno,candidate_after_review,lexeme_switch_high_value,jednočasno; high-value W+S switch; manual review,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,179,"može byti samo ako v tom predstavjenju pri \(z=a,s=b\) čislitelj i imenovatelj izčezajut odnovrěmenno. Iz togo slěduje, že gorna definicija jest identična s obyčnoj, že",prepare_candidate_rewrites_after_review,jednočasno,odnovrěmenno,HIGH-VALUE SWITCH: corpus-dominant odnovrěmenno is the E-outlier; dict jednočasno buys W+S simultaneously (both branches use čas-root) — cleanest win in the whole R1 set
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,183,"izčezajut pri \(z=a,s=b\). Bo v tom slučaju",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,187,"ja ukazanogo roda, ktora pri \(z=a,s=b\) jest mnogovrědnostna, medžu tym kako v protivnom slučaju vsaka funkcija, i ako ona stava \(0/0\), prijimaje samo jednu vrědnost.",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
reg-odnovrěmenno,odnovrěmenno,candidate_after_review,lexeme_switch_high_value,jednočasno; high-value W+S switch; manual review,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,189,")\) ne jest dělimy črez \(\frp\). Zato {\itshape ne sušstvuje sistema vrědnostij, za koju odnovrěmenno izčezajut vse \(F'(\delta)\) i \(F'(z)\)}, i slědovateljno sistema vrědnostij \(z=a,\delt",prepare_candidate_rewrites_after_review,jednočasno,odnovrěmenno,HIGH-VALUE SWITCH: corpus-dominant odnovrěmenno is the E-outlier; dict jednočasno buys W+S simultaneously (both branches use čas-root) — cleanest win in the whole R1 set
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,193,"tričnoj teoriji zadacha tvoriti jednoznačno vse točke absolutnoj Riemannovoj površiny --- obščejše, tvoriti vse funkcije, ktore stavajut beskonečne v danyh točkah --- izvršaje se pomoču ad",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
reg-obći,vobče,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,193,"unkciju \(\eta=\frac{\psi}{\chi}\) v osoblivoj točkě \(f(z,s)=0\) čislitelj i imenovatelj vobče muset izčezati, bylo pokazano vyše; že oni muset byti adjungovane, pokazuje razgled vsude",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
carry-out,izvedenomu,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,201,"Poněže \(R(z)\omega_i\) naleži ringu izvedenomu iz \(\delta\), po definiciji provodnika \(R(z)\) jest dělimy črez \(\frf\) [iz \((R(z))^2",citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
carry-out,izvedenogo,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,203,"Po prědhodečem geometričnu teoriju možno karakterizovati kako {\itshape teoriju ringa izvedenogo iz elementa \(\delta\)} (porjadka), v protivnosti k aritmetičnoj teoriji, ktora zajedno g",citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,209,"kde vse nastupajuče veličiny sut cělo racionalne v \(s,z\) (obščejše cěle i homogene v \(x_1,x_2,x_3\)). Iz tyh uslovij slěduje,\footnote{Brill--Noether, Nr.",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
case-instance,Slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,209,"delta\) jest cěla algebraična veličina (čto črez transformaciju vsegda možno dostignuti). Slučaj točneje odgovarjajuči geometriji, \(f(z,s)=0\), gde \(s\) može takože algebraično-lomljen",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
carry-out,izvedenogo,citation_rehead_only,sense_documentation,"documentation split only: provesti=perform, izvesti=derive",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,209,"arja teorem iz Nr. 3, ktory leži v osnově vseh tyh sravnjenj, že provodnik \(\frf\) ringa izvedenogo iz \(\delta\) jest ravny idealu dvojnyh toček od \(f(z,\delta)=0\). Bo po definiciji prov",citation_rehead_only_or_no_text_change,provesti,provesti / izvesti,"dict splits the senses: provesti=perform, izvesti=derive. Corpus uses izvesti for both — register doc should adopt the dict split (provesti=carry out construction, izvesti=derive result)"
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,214,"oj površiny, gde \(z=a,\delta=b\), odgovarja točka \(z=a,\delta=b\) od \(f(z,\delta)=0\); obščejše ideal \(\fra=\frp_1^{\,e_1}\cdots\frp_\rho^{\,e_\rho}\) tvori grupu toček, sostavjenu iz",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,218,"s \(f=0\); to samo važi za grupu toček odgovarjajuču idealu \(\fra\). I po teoremě, že každy ideal jest največši",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,224,"b\frr=\eta^{-1}\cdot(\alpha)\); i poněže \(\frb\frr\) soderži samo cěle elementy, to samo važi za \(\eta^{-1}\cdot(\alpha)\), ktory zato takože stava glavnym idealom \((\beta)\).} {\it",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
however,jednako,human_review_only,homograph_risk,human review: however/equally homograph risk,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,232,Koresidualne grupy toček ne trěbajut sostojati iz jednako mnogo toček; tako kako ekvivalentne idealy ne trěbajut byti jednakogo stepena. Tako napr.,human_review_before_any_apply,jednako (with homograph usage-note),však,"HOMOGRAPH WARNING: hr/sr jednak(o)=equal(ly) — in math prose where 'equally' is frequent, prefer sentence positions that disambiguate, or use ipak for contrast; this row NEEDS the reviewer"
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,232,"ostojati iz jednako mnogo toček; tako kako ekvivalentne idealy ne trěbajut byti jednakogo stepena. Tako napr. vse glavne idealy sut ekvivalentne, i vse grupy toček tvorjene polnym prěsěko",deferred_no_apply,,,deferred
reg-obći,obščejše,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,234,"\(\calA\) i \(\calB\) togda i samo togda, kogda \(\fra\) i \(\frb\) imajut jednak stepen; obščejše slěduje samo ekvivalentnost \(\calA\calN^\nu\) s \(\calB\calN^{\nu'}\) \((\nu\ne\nu')\).",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,234,Prěhod od form k funkcijam geometrično idet črez tvorjenje kvocientov form jednakogo reda; tomu aritmetično odgovarja prěhod od klasov idealov k invariantno opreděljenym klasam po,human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepen,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,234,"entnost \(\calA\) i \(\calB\) togda i samo togda, kogda \(\fra\) i \(\frb\) imajut jednak stepen; obščejše slěduje samo ekvivalentnost \(\calA\calN^\nu\) s \(\calB\calN^{\nu'}\) \((\nu\n",deferred_no_apply,,,deferred
power-exponent,stepen,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,234,"h klasov v jedan klas; možno to takože razuměti kako razděljenje poligonov v klasy modulo stepen od \(\calN\).\footnote{Hensel--Landsberg, 25. lekcija, s. 438. --- Ako predstaviti dvije",deferred_no_apply,,,deferred
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,236,"arnonezavisnyh grup toček) na dimenziju vseh adjungovanyh krivyh ljubogo, ale fiksovanogo reda, ktore idut črez ostatkovu grupu. Da by se došlo k stvarnomu opreděljenju toj dimenzije,",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,236,"Teorem o ostatku za slučaj koresidualnyh grup toček, ktore sostojat iz različnogo čisla toček, nastupaje samo v čist",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,236,"ometričnyh pytanjah. Pri priměnenju na algebraične funkcije nastupaje v samoj stvari samo slučaj odgovarjajuči poligonovym klasam, to jest slučaj koresidualnyh grup toček jednakogo čisla",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,236,"e funkcije nastupaje v samoj stvari samo slučaj odgovarjajuči poligonovym klasam, to jest slučaj koresidualnyh grup toček jednakogo čisla. „Polna linearna sistema“ tvorjena grupoju toček",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,238,"trice \((\varphi_i(x_j))\), gde \(\varphi\) proběgajut \(p\) adjungovane krive \(n-3\)-go reda, a \(x\) točke ostatkovoj grupy.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
reg-obći,obščejših,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,241,"unkcij iz grupy, ktoro tym bylo blizko predloženo, provedl R. König kako specialny slučaj obščejših pytanj; sr. osoblivo: Riemannsche Funktionen- und Differentialsysteme in der Ebene (\emph",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
