id,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
16288,obvažati,,v.tr. ipf.,2,"think over, think through, consider",,,"продумывать, обдумывать, рассматривать","прадумваць, абдумваць, абмяркоўваць, разважаць, размысліваць","продумувати, обмірковувати, розглядати, зважувати","przemyślać, rozważać","uvažovat, zvažovat, promýšlet","uvažovať, zvažovať, premyslieť","!pretehtati, razmisliti","razmišljati, promišljati, razmatrati, mozgati, proučavati","размишљати, расматрати",уважува,размишлявам,!,"!denken über, durchdenken, betrachten","overdenken, overwegen","!pripensi, pensi tra, konsideri",2279,pl+,!
14771,obvažiti,,v.tr. pf.,2,"think over, think through, consider",,,"продумать, обдумать, рассмотреть","прадумаць, абдумаць, абмеркаваць, разважыць, размысліць","продумати, обдумати, розглянути, зважити","przemyśleć, rozważyć","uvážit, zvážit, promyslet","uvážiť, zvážiť, premyslieť",!premisliti,"razmisliti, promisliti, razmotriti, promozgati, proučiti","размислити, расмотрити",уважи,размисля,!,"!denken über, durchdenken, betrachten","overdenken, overwegen","!pripensi, pensi tra, konsideri",3069,pl+ ru- sk+,!
28980,obvesti,(obvede),v.tr. pf.,2,"lead around, encircle, enclose, surround",v pl,,"обвести, окружить","абвесці, абкружыць, акружыць","обвести, оточити","otoczyć, okrążyć, obwieść",obehnat,obohnať,!obkrožiti,"opkoliti, okružiti","опколити, окружити","обиколи, окружи","обиколя, обкръжа",!,"!herumführen, umgeben, umschließen, Surround-","omgeven, omringen, om … heen leiden","!kondukas ĉirkaŭe, ĉirkaŭi, ĉirkaŭfermi, surround",1504,pl~ ru+ uk+,!
22225,obvěstiti,,v.tr. pf.,2,announce,pl sh,,"объявить, огласить, оповестить","аб'явіць, абвясціць, апавясціць, азнайміць, паведаміць","оголосити, оповістити",obwieścić,obhánět,obháňať,"!objaviti, obvestiti","najaviti, objaviti, proglasiti, priopćiti, saopćiti, obavijestiti, informirati","обавестити, објавити, прогласити",објави,обявя,!,!bekannt geben,"aankondigen, bekendmaken",!anonci,3203,hr+ pl+ ru+ sk+ uk+,!
22224,obvěšćati,,v.tr. ipf.,2,announce,pl sh,,"объявлять, оглашать, оповещать","аб'яўляць, абвяшчаць, апавяшчаць, азнаймляць, паведамляць","оголошувати, оповіщати",obwieszczać,oznamovat,oznamovať,"!objavljati, obveščati","najavljivati, objavljivati, priopćavati, saopćavati, obavještavati, informirati ","обавештавати, објављивати, проглашавати",објавува,обявявам,!,!bekannt geben,"aankondigen, bekendmaken",!anonci,2370,pl+,!
3760,obvęzati,(obvęže),v.tr. pf.,1,oblige,,,обязать,абавязаць,зобов'язати,zobowiązać,zavázat (povinnost),zaviazať (povinnosť),!obvezati,"obavezati, obvezati","обвезати, обавезати",обврзе,"задължа, обвържа",!,!verpflichten,"verplichten, verplicht zijn",!devigi,3776,pl+ ru- sk+ uk+,!
28989,obvęzati,(obvęže),v.tr. pf.,1,tie sth. round,,,обвязать,"абвязаць, павінуць, аббэрасць, ублытаць",обв'язати,obwiązać,"obvázat, zavázat (kolem)","obviazať, zaviazať (okolo)",!obvezati,"zavezati, vezati, svezati","овезати, увезати, свезати",заврзе,завързвам,!,!binden etw. runden,verbinden (verband aanbrengen om),!ligi sth. rondaj,1748,cs+ pl+ uk+,!
36610,obvęzno,,adv.,1,"absolutely, compulsorily, obligatorily",v z j,,обязательно,"абавязкова, канечна",обов'язково,obowiązkowo,"závazně, povinně, nutně","záväzne, povinne, nutne",!obvezno,"obavezno, obvezno, obvezatno",обавезно,задолжително,задължително,!,"!absolut, obligatorisch, obligatorisch","absoluut, verplicht","!absolute, devigan, devige",5719,bg- hr+ pl~ ru+ sk~ sr+ uk-,!
35885,obvęzny,,adj.,1,"mandatory, obligatory, compulsory",v z j,,обязательный,"абавязковы, канечны",обов'язковий,obowiązkowy,"povinný, závazný","povinný, záväzný",obvezen,"obavezan, obvezatan, obvezan",обавезан,"задолжителен, обврзувачки",задължително,!,"!verpflichtend, zwingend, obligatorisch",verplicht,"!deviga, deviga, deviga",5062,bg- hr+ pl+ ru- sk+ sr+ uk+,!V mnogyh državah osnovno obrazovanje jest **obvezno** i garantovano ustavom.
95,obvęzȯk,,m.,1,"duty, obligation, commitment",,,"долг, обязанность, обязательство","абавязак, доўг, павіннасць, абавязанне, забавязанне","обов'язок, зобов'язання","obowiązek, zobowiązanie","závazek, povinnost","záväzok, povinnosť",!obveza,"obaveza, obveza, ","обавеза, дужност","должност, обврска","дълг, задължение",!,"Pflicht, Verpflichtung","plicht, verplichting, taak","!devo, devigo, devontigo",5729,bg- hr+ pl+ ru- sk- sr+ uk+,!V njih sut šli ljudi v ukrytje od feudalnyh vojn i težkyh **obvezkov**.
3757,obvęzyvati,,v.tr. ipf.,1,oblige,,,обязывать,абавязваць,зобов'язувати,zobowiązywać,zavazovat (povinnost),zaväzovať (povinnosť),!obvezovati,"obvezivati, primoravati, prinuđivati",обавезивати,"обврзува, задолжува","задължавам, обвързвам",!,verpflichten,"verplichten, verplicht zijn",!devigi,2800,pl+,!
34191,obvęzyvati,,v.tr. ipf.,1,tie sth. round,,,обвязывать,"абвязваць, аббэрсваць",обв'язувати,obwiązywać,"obvazovat, zavazovat (kolem)","obväzovať, zaväzovať (okolo)",!obvezovati,"obvezivati, vezati","обвезивати, завезивати",заврзува,завързвам,!,!binden etw. runden,verbinden (verband aanbrengen om),!ligi sth. rondaj,1230,cs+ pl+,!
762,obviniti za,,v.tr. pf.,1,"accuse of, blame for",,,обвинить,"абвінаваціць, авінаваціць, звініць, абжаліць","звинуватити, обвинуватити","obwinić za, oskarżyć",obvinit za,obviniť za,!obtožiti,"okriviti, optužiti","окривити, оптужити, виновати (арх.)",обвини за,"виня за, обвиня за",!,"!beschuldigen, die Schuld für","beschuldigen van, de schuld geven van","!akuzi de, kulpas pri",3265,cs+ pl+,!
16291,obvinjati za,,v.tr. ipf.,1,"accuse of, blame for",,,обвинять,"абвінавачваць, вінаваціць, абжальваць, звіняць, надаваць віны","звинувачувати, обвинувачувати","obwiniać za, oskarżać",obviňovat za,obviňovať za,!obtoževati,"okrivljavati, okrivljivati, optuživati","окривљавати, оптуживати",обвинува за,обвинявам за,!,"!beschuldigen, die Schuld für","beschuldigen van, de schuld geven van","!akuzi de, kulpas pri",4459,cs+ hr+ pl+ ru+ sk+ uk+,!
4504,obvinjeńje,,n.,1,"accusation, blame",,,обвинение,"абвінавачанне, абвінавачванне, авінавачанне, авінавачванне",звинувачення,"obwinienie, oskarżenie",obvinění,obvinenie,!obtožba,"okrivljavanje, optužnica",окривљење,обвинување,обвинение,!,"!Vorwurf, Schuld",beschuldiging,"!akuzon, kulpo",4766,bg+ cs+ hr+ pl+ ru+ sk+ sr- uk+,!V avgustu 1998 goda Živkov umrl iz pričiny pnevmonije i vse **obvinjenja** protiv njemu byli odmetane.
28998,obviti,(obvije),v.tr. pf.,,wind around,,,"обмотать, обвить","абматаць, акруціць, павіць","обмотати, обвити",owiać,ovát,oviať,!obviti,"obaviti, omotati","обвити, обавити","обвие, обмота","омотая, обвия",!,!sich winden,omwinden,!serpentumi ĉirkaŭ,1325,pl- sr+ uk+,!
28999,obvivati,,v.tr. ipf.,,wind around,,,"обматывать, обвивать","абмотваць, абкручваць, павіваць","обмотувати, обвивати",owiewać,ovívat,ovievať,!obvijati,obavijati,обавијати,"обвива, обмотува","омотавам, обвивам",!,!sich winden,omwinden,!serpentumi ĉirkaŭ,812,pl- uk+,!
22250,obvod,,m.,2,"periphery, circumference",z,,"окружность, периферия","акружнасць, акружына, кола, перыферыя, ускраіна","коло, периферія","obwód, skraj","obvod, okraj","obvod, okraj","!obod, obseg","obod, ivica, rub, kraj ","обим, обод, ивица, руб, крај (града)",обем,обиколка,!,"!Peripherie, umfang","omtrek, periferie","!periferio, cirkonferenco",4836,cs+ hr+ ru+ sk+ sr+ uk-,!
29000,obvoditi,,v.tr. ipf.,2,"lead around, encircle, enclose, surround",v pl,,"обводить, окружать","абводзіць, атачаць, акружаць, абкружаць","обводити, оточувати","otaczać, okrążać, obwodzić, wodzić wokół","obklopovat, vést kolem","obklopovať, viesť okolo",!obkrožati,"opkoljavati, okruživati","опкољавати, окруживати","опкружува, опколува, обиколува",обкръжавам,!,"!herumführen, umgeben, umschließen, Surround-","omgeven, omringen, om … heen leiden","!kondukas ĉirkaŭe, ĉirkaŭi, ĉirkaŭfermi, surround",1568,pl+ uk+,!
4489,obvodniti,,v.tr. pf.,1,"irrigate, water",,,"оросить, наводнить","абвадніць, абрасіць, арасіць, зрасіць","окропити, наводнити","nawodnić, irygować, podlać","zavlažit, zavodnit","zavlažiť, zavodniť",!namočiti,navodniti,наводнити,наводни,напоя,!,"!bewässern, Wasser","bewateren, bevloeien, irrigeren","!irigacii, akvo",1825,cs+ pl+,!
2930,obyčaj,,m.,1,custom,ru z j,,"обычай, традиция","звычай, нораў, традыцыя, паданне","звичай, традиція","zwyczaj, obyczaj","obyčej, zvyk","obyčaj, zvyk",običaj,običaj,"обичај, навика",обичај,обичай,!,!Brauch,"gewoonte, norm",!kutimo,4939,bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
18036,obyčajno,,adv.,1,"commonly, ordinarily, typically, usually, conventionally",ru z j,,"обычно, обыкновенно, традиционно, заурядно, типично","звычайна, звыкла, зазвычай, тыпова, тыпічна, традыцыйна, паданёва","зазвичай, звичайно, традиційно, звичайно, типово","powszechnie, zazwyczaj, zwykle, typowo","obyčejně, obvykle, zpravidla, většinou, běžně","obyčajne, zvyčajne, spravidla, väčšinou, bežne",!običajno,običajno,"обичајно, уобичајено","обично, вообичаено","обичайно, обикновено",!,"!Häufiger gewöhnlich, in der Regel, in der Regel konventionell","normaalgesproken, gewoonlijk, normaliter","!komune, ordinare, kutime, kutime, konvencie",4844,bg+ cs+ hr+ pl~ ru~ sk+ sr+ uk+,!
18040,obyčajny,,adj.,1,"ordinary, common",ru z j,,"обычный, заурядный, распространённый","звычайны, звыклы, звычны, звычаёвы, паспаліты","звичайний, поширений","zwyczajny, pospolity","obyčejný, obecný, běžný","obyčajný, obyčajný, bežný",!običajen,"običan, uobičajen, redovan",уобичајен,"обичен, вообичаен","обичаен, обикновен",!,"!gewöhnlich, üblich","gewoon, gebruikelijk","!ordinara, ofta",4886,bg+ cs+ hr+ pl~ ru+ sk+ sr+ uk+,!
22165,obyčajny,,adj.,2,"customary, conventional, usual",ru pl~ cz,,"типичный, обычный, привычный, традиционный","звычайны, звыклы, звычны, тыповы, тыпічны, абыклы, прывычны, прызвычаены, традыцыйны, паданёвы","типовий, звичайний, звичний, традиційний","zwykły, typowy","obvyklý, běžný","obvyklý, bežný",!običajen,"običan, uobičajen, tipičan, reprezentativan, normalan","обичан, типичан","обичаен, вообичаен, чест","обичаен, обикновен",!,"!üblichen, herkömmlichen, üblichen","gewoonlijk, gebruikelijk","!kutimo, convencional, kutima",4311,bg+ hr+ pl~ ru+ sk+ sr+ uk+,!
