delta_id,base_head,current_head,path,status,additions,deletions,changes,category,lane_hint,required_action,boundary,b3_route
AC6F4E-DELTA-0200,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SCOPED_DRAFT_READY_212DFB_CARRY_FORWARD.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0201,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SHA256SUMS.txt,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0202,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SOURCE_GATED_INTERLINEAR_212DFB_CARRY_FORWARD.csv,added,0,0,0,marker/interlinear,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0203,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SOURCE_USE_DECISIONS_212DFB.csv,added,0,0,0,source-use,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0204,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SOURCE_WITNESS_212DFB_CARRY_FORWARD.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0205,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SUMMARY.json,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0206,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706_PACKAGE_INDEX.csv,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0207,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706_PACKAGE_INDEX.md,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0208,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706_PACKAGE_INDEX_SHA256SUMS.txt,added,0,0,0,b3/package-or-triage,CJK,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0209,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_ADVERSE_DO_NOT_USE_LEDGER.csv,added,0,0,0,adverse/do-not-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0210,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_ADVERSE_DO_NOT_USE_LEDGER.json,added,0,0,0,adverse/do-not-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0211,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_AUTHORITY_BOUNDARY_LEDGER.csv,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0212,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_AUTHORITY_BOUNDARY_LEDGER.json,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0213,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_BRANCH_WEIGHT_LEDGER.csv,added,0,0,0,branch-weight;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0214,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_BRANCH_WEIGHT_LEDGER.json,added,0,0,0,branch-weight;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0215,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_MARGINAL_INTELLIGIBILITY_LEDGER.csv,added,0,0,0,marginal-intelligibility;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0216,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_MARGINAL_INTELLIGIBILITY_LEDGER.json,added,0,0,0,marginal-intelligibility;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0217,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_MARKER_INTERLINEAR_LEDGER.csv,added,0,0,0,marker/interlinear;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0218,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_MARKER_INTERLINEAR_LEDGER.json,added,0,0,0,marker/interlinear;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
